,len,freq,err,condition,pred,Acc,new_standard
3280,7,0.003,0.471,"PR_HT %in% c('2','3','4','5') & F_CAFFEINE %in% c('1') & F_MILK %in% c('3','4','5','6','7') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','3','7','9') & GRADE %in% c('2')",1,0.529,0.001587
3014,4,0.003,0.472,"PR_HT %in% c('3') & F_VEG %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','3','5','6','8')",1,0.528,0.001584
4734,7,0.003,0.475,"PR_HT %in% c('1') & F_VEG %in% c('1','4','5','6','7') & PA_ST %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('2','8','9') & GRADE %in% c('3','4','5','6')",1,0.525,0.001575
1951,5,0.002,0.213,"PR_HT %in% c('4','5') & F_CAFFEINE %in% c('1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('1','2','4','9999')",1,0.787,0.001574
5692,3,0.002,0.214,"PR_HT %in% c('3','4','5') & PA_MSC %in% c('1') & SleepAvg_WK %in% c('0','3')",0,0.786,0.001572
4787,6,0.003,0.478,"F_FRUIT %in% c('1','2') & PA_MSC %in% c('3','4','5','6') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & I_SB_FR %in% c('2') & GRADE %in% c('2')",1,0.522,0.001566
4905,5,0.003,0.479,"F_MILK %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & I_SCH_TRT %in% c('2') & GRADE %in% c('2')",1,0.521,0.001563
5521,6,0.003,0.479,"F_CS %in% c('1','3','4','5','6','7') & PA_SWK_N %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_S_RCRD %in% c('2') & E_FM_GM_6 %in% c('9999')",1,0.521,0.001563
635,7,0.002,0.222,"PR_HT %in% c('4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_OCP5 %in% c('9999') & HW_S_R %in% c('1','2','3','5','7','9') & TC_GHW_QT %in% c('4','9999') & GRADE %in% c('1','3','4','5','6')",1,0.778,0.001556
3453,5,0.002,0.227,"PR_HT %in% c('1','2') & F_VEG %in% c('3') & WC_MN_M03 %in% c('1') & O_SYMP2 %in% c('1') & GRADE %in% c('2')",0,0.773,0.001546
1043,4,0.003,0.486,"PR_HT %in% c('3','4','5') & WC_MN %in% c('2') & HW_S_R %in% c('1','3','5','8') & GRADE %in% c('2')",1,0.514,0.001542
1477,6,0.003,0.486,"WC_MN_M03 %in% c('1') & O_BR_S %in% c('2') & O_OCP3 %in% c('3') & HW_SPGO_H %in% c('2','3','4') & GRADE %in% c('3','4','5','6') & E_FM_YBS_8 %in% c('8888','9999')",1,0.514,0.001542
2330,5,0.003,0.486,"F_MILK %in% c('1') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('4','5','7','8','10') & GRADE %in% c('1','3','4','5','6') & E_EDU_F %in% c('8888')",1,0.514,0.001542
3075,6,0.003,0.486,"F_CS %in% c('2','3','4','5','6','7') & F_WAT %in% c('3','4','5') & PA_TOT %in% c('1','2') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('4','5','7','8','9','10')",1,0.514,0.001542
3104,5,0.003,0.486,"PR_HT %in% c('1','2') & F_EDU %in% c('2') & PA_SWK_S %in% c('2') & WC_MN %in% c('2') & GRADE %in% c('2')",1,0.514,0.001542
4228,5,0.002,0.231,"O_BR_S %in% c('1') & O_SYMP6 %in% c('0') & I_SB_BK %in% c('3','4','5') & RH_DG_YR %in% c('1') & E_EDU_F %in% c('2','9999')",0,0.769,0.001538
336,4,0.003,0.489,"PA_MSC %in% c('3','4','5','6') & PA_SWK_S %in% c('2') & WC_MN %in% c('2') & GRADE %in% c('2')",1,0.511,0.001533
839,5,0.002,0.238,"PR_HT %in% c('3','4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & PR_OH %in% c('1') & TC_GHW_QT %in% c('1','2','3','4')",1,0.762,0.001524
4172,6,0.002,0.241,"M_SLP_EN %in% c('2') & HW_S_R %in% c('3','4','5','6','8','10') & I_SCH_ED5 %in% c('5') & AC_DAYS %in% c('0','1','3','4','5','6','7') & AGE>2.5 & E_EDU_F %in% c('1','2')",0,0.759,0.001518
2070,5,0.002,0.242,"PR_HT %in% c('1','2','5') & WC_MN_M03 %in% c('1') & RH_DG_YR %in% c('9999') & INT_WK_MM %in% c('1') & GRADE %in% c('2')",0,0.758,0.001516
5039,3,0.002,0.242,"PA_SWK_S %in% c('1','2','3','4','5','6','7','8','9','10','11') & PR_OH %in% c('1') & E_LT_F %in% c('2')",0,0.758,0.001516
464,4,0.002,0.25,WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('3') & E_S_RCRD %in% c('1') & GRADE %in% c('2'),0,0.75,0.0015
3674,7,0.002,0.256,"F_CS_F06 %in% c('6') & PA_MSC %in% c('2','3','4','5','6') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_S %in% c('2','3','4') & HW_SPML_S %in% c('2') & E_EDU_F %in% c('1','2','4')",1,0.744,0.001488
2448,5,0.003,0.505,"F_FRUIT %in% c('2') & F_WAT %in% c('3','4','5') & WC_MN %in% c('2') & HW_S_R %in% c('1','3','4','8','9') & GRADE %in% c('3')",1,0.495,0.001485
2899,3,0.002,0.259,PR_HT %in% c('4') & WC_MN_M03 %in% c('1') & PR_OH %in% c('2'),1,0.741,0.001482
1808,6,0.002,0.26,"PA_VIG %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_S %in% c('2') & GRADE %in% c('1','3','4','5','6') & E_EDU_F %in% c('1','2','4')",1,0.74,0.00148
1938,3,0.002,0.262,PR_HT %in% c('3') & WC_MN_M03 %in% c('1') & PR_OH %in% c('1'),1,0.738,0.001476
4135,5,0.002,0.262,"F_CS_F06 %in% c('6') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & INT_WD_MM %in% c('0','1') & INT_WK_MM %in% c('2')",1,0.738,0.001476
1928,6,0.002,0.267,"PR_HT %in% c('1','2') & F_FRUIT %in% c('3','4','5','6','7') & PA_SWK_N %in% c('2') & WC_MN_M03 %in% c('1') & I_SB_FR %in% c('1','2') & GRADE %in% c('2')",0,0.733,0.001466
3215,4,0.003,0.512,"PR_HT %in% c('3','4','5') & F_WAT %in% c('3','4','5') & PA_SWD_S %in% c('1','2','3') & I_SB_EX %in% c('1')",1,0.488,0.001464
998,4,0.002,0.271,"PR_HT %in% c('3','4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('1')",1,0.729,0.001458
2228,5,0.002,0.273,"PR_HT %in% c('4') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','2','4','8','9') & TC_QT_YR %in% c('1','9999')",1,0.727,0.001454
4232,6,0.002,0.273,"WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_EDU %in% c('1') & I_SCH_TRT %in% c('2') & TC_GHW_QT %in% c('1','2') & E_EDU_F %in% c('2','9999')",1,0.727,0.001454
3412,6,0.002,0.275,"PA_MSC %in% c('1','3','4','5','6') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('1') & O_BR_FQ %in% c('2','3') & E_EDU_M %in% c('8888','9999')",1,0.725,0.00145
1810,6,0.002,0.278,"PA_VIG %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_S %in% c('2') & HW_S_R %in% c('1','2','3','4','5','6','7','8','10') & E_EDU_F %in% c('1','2','4')",1,0.722,0.001444
5963,7,0.002,0.283,"F_CAFFEINE %in% c('1') & F_FASTFOOD %in% c('3') & F_WAT %in% c('1','3','4','5') & PA_MSC %in% c('1','2') & WC_MN %in% c('2') & AGE>2.5 & E_EDU_F %in% c('1','2','4')",1,0.717,0.001434
1626,4,0.002,0.286,"PR_HT %in% c('1','2') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('2') & GRADE %in% c('2')",0,0.714,0.001428
3721,7,0.002,0.289,"PR_HT %in% c('3','4','5') & PA_TRA %in% c('2','4','5','6','7','8') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('2','8','9') & AGE<=2.5 & E_EDU_M %in% c('2','4')",1,0.711,0.001422
5907,6,0.003,0.528,"PR_HT %in% c('1','2','5') & F_FRUIT %in% c('1','2') & PA_ST %in% c('2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & GRADE %in% c('2')",1,0.472,0.001416
4233,4,0.002,0.294,"O_EDU %in% c('2') & I_SCH_TRT %in% c('2') & TC_GHW_QT %in% c('1','2') & E_EDU_F %in% c('2','9999')",0,0.706,0.001412
4229,4,0.002,0.296,"WC_MN %in% c('2') & O_SYMP6 %in% c('1') & RH_DG_YR %in% c('1') & E_EDU_F %in% c('2','9999')",1,0.704,0.001408
3902,5,0.003,0.533,"PA_TOT %in% c('2','4','5','6','7','8') & PA_SWK_N %in% c('2') & WC_MN %in% c('2') & HW_S_R %in% c('3','8') & GRADE %in% c('3','4','5','6')",1,0.467,0.001401
982,6,0.002,0.302,"F_FRUIT %in% c('2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_OCP3 %in% c('9999') & HW_SPGO_H %in% c('2') & E_EDU_F %in% c('1','2')",1,0.698,0.001396
4587,6,0.002,0.308,"PR_HT %in% c('3','4','5') & F_WAT %in% c('1','3','4','5') & PA_MSC %in% c('3') & PA_SWK_S %in% c('1','3') & WC_MN %in% c('2') & AC_ACCESS %in% c('1','5')",1,0.692,0.001384
392,7,0.002,0.309,"F_CS_F07 %in% c('9999') & PA_MSC %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('2','3','5','6','7') & GRADE %in% c('2') & E_EDU_F %in% c('2','4','9999')",1,0.691,0.001382
382,5,0.002,0.312,F_FRUIT %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('1') & I_SB_EX %in% c('2'),1,0.688,0.001376
4398,5,0.002,0.316,"F_WAT %in% c('3','4','5') & PA_WLK %in% c('2','3') & WC_MN_M03 %in% c('1') & GRADE %in% c('3','4','5','6') & E_FM_GM_6 %in% c('6')",1,0.684,0.001368
5711,6,0.002,0.319,"PA_VIG %in% c('1','3','4','5','6') & PA_TRA %in% c('2','4','5','6','7','8') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','6','7') & E_EDU_F %in% c('2')",1,0.681,0.001362
5644,4,0.002,0.326,"PA_MSC %in% c('3','4','5','6') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('1','2') & GRADE %in% c('2')",0,0.674,0.001348
2757,7,0.002,0.327,"F_FASTFOOD %in% c('3','4','5','6','7') & PA_TOT %in% c('2','3') & PA_SWK_N %in% c('3','4','5','6','7','8','9','10','11','12') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & GRADE %in% c('1','3','4','5','6') & E_EDU_F %in% c('1','2','4')",1,0.673,0.001346
188,4,0.002,0.333,"WC_MN %in% c('2') & HW_S_R %in% c('3','7','8','10') & GRADE %in% c('2') & E_EDU_F %in% c('2','9999')",1,0.667,0.001334
3171,7,0.002,0.333,"PR_HT %in% c('3','4','5') & F_CS_F07 %in% c('9999') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','2','3','4','5','8','10') & GRADE %in% c('2') & E_EDU_F %in% c('1','2','4','8888','9999')",1,0.667,0.001334
5017,5,0.002,0.333,"F_WAT %in% c('3','4','5') & PA_SWD_S %in% c('0','2') & WC_MN %in% c('2') & HW_S_R %in% c('1','3','4','5','6','7','8','10') & E_EDU_F %in% c('2')",1,0.667,0.001334
3291,6,0.002,0.339,"F_VEG %in% c('2','4','5','6','7') & PA_MSC %in% c('2','3','4','5','6') & PA_TRA %in% c('3','4','5','6','7','8') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','5') & GRADE %in% c('2')",0,0.661,0.001322
5588,5,0.002,0.34,"F_CS %in% c('1','3','4','5','6','7') & WC_MN_M03 %in% c('1') & O_SYMP3 %in% c('0') & TC_QT_YR %in% c('1','2') & E_EDU_M %in% c('1','4','9999')",0,0.66,0.00132
5767,6,0.002,0.346,"F_WAT %in% c('1','2','4','5') & PA_SWK_S %in% c('0','1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_DC_FQ %in% c('3') & GRADE %in% c('2')",1,0.654,0.001308
3839,5,0.002,0.348,"F_VEG %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & INT_WD_MM %in% c('2') & E_EDU_F %in% c('1','2')",1,0.652,0.001304
420,4,0.002,0.349,"PR_HT %in% c('4') & PA_SWK_S %in% c('1','2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','2','4','5','8')",1,0.651,0.001302
4452,6,0.002,0.349,"PA_TOT %in% c('2','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('2') & O_DC_FQ %in% c('1','2') & E_EDU_F %in% c('1','2','4')",1,0.651,0.001302
2150,6,0.002,0.356,"PR_HT %in% c('3','4','5') & F_EDU %in% c('1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & GRADE %in% c('2') & E_EDU_F %in% c('3','8888')",0,0.644,0.001288
5471,6,0.002,0.357,"PR_HT %in% c('3','4') & F_MILK %in% c('2','3','4','5','6','7') & PA_TRA %in% c('2','3','4','5','6','7','8') & WC_MN %in% c('2') & GRADE %in% c('2') & E_EDU_F %in% c('1','4','9999')",1,0.643,0.001286
984,6,0.002,0.358,"F_FRUIT %in% c('1','2') & F_MILK %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_SPGO_H %in% c('1','3','4') & I_SB_FR %in% c('3')",1,0.642,0.001284
4599,4,0.002,0.358,"PR_HT %in% c('3','4','5') & PA_SWK_N %in% c('2') & WC_MN_M03 %in% c('1') & INT_WK_MM %in% c('2')",1,0.642,0.001284
5494,3,0.002,0.36,"PA_TOT %in% c('1','2') & WC_MN_M03 %in% c('1') & SleepAvg_WK %in% c('1','4')",1,0.64,0.00128
4177,7,0.002,0.361,"F_CS_F06 %in% c('9999') & PA_MSC %in% c('2','4','5','6') & PA_SWK_N %in% c('0','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & I_SCH_ED5 %in% c('9999') & E_EDU_F %in% c('1','2')",1,0.639,0.001278
405,5,0.002,0.362,"F_WAT %in% c('1','3','4','5') & PA_VIG %in% c('1','3') & WC_MN %in% c('2') & TC_GHW_QT %in% c('2') & E_EDU_F %in% c('1','2','4')",1,0.638,0.001276
935,7,0.002,0.362,"PA_TOT %in% c('1') & PA_TRA %in% c('3','4','5','6','7','8') & WC_MN %in% c('2') & O_DC_FQ %in% c('1','2','4','5') & I_SB_FR %in% c('1','2') & INT_WK_MM %in% c('3','4','5','6','7','8','9','10') & GRADE %in% c('2')",1,0.638,0.001276
4820,5,0.002,0.362,"PA_VIG %in% c('2') & PA_SWD_S %in% c('1','3','4','5','6','7','8','9','10','11','12','13','14') & WC_MN_M03 %in% c('1') & GRADE %in% c('2','4','5','6') & E_LT_F %in% c('2','9999')",1,0.638,0.001276
4899,5,0.002,0.362,"PR_HT %in% c('3','4') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & GRADE %in% c('2') & E_EDU_M %in% c('1','4','9999')",1,0.638,0.001276
990,4,0.002,0.364,PA_VIG %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('1'),1,0.636,0.001272
1581,4,0.002,0.364,F_FASTFOOD %in% c('1') & PA_MSC %in% c('2') & WC_MN_M03 %in% c('1') & I_SB_BK %in% c('3'),1,0.636,0.001272
4017,4,0.002,0.365,"PR_HT %in% c('3','4','5') & PA_TOT %in% c('1') & WC_MN %in% c('2') & GRADE %in% c('2')",0,0.635,0.00127
4965,5,0.002,0.368,"PA_SWK_S %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('6','7','9') & INT_WK_MM %in% c('0','3')",1,0.632,0.001264
1383,5,0.002,0.375,"PR_HT %in% c('3','4','5') & F_FASTFOOD %in% c('1','2') & F_WAT %in% c('1','2') & WC_MN_M03 %in% c('1') & HW_SPGO_H %in% c('3','4')",1,0.625,0.00125
2281,4,0.002,0.375,"PR_HT %in% c('3','4','5') & F_VEG %in% c('2') & WC_MN %in% c('2') & O_BR_FQ %in% c('1','2')",1,0.625,0.00125
1437,5,0.002,0.377,"WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('1','2') & TC_SND_S %in% c('3','4','5','6','7','8') & GRADE %in% c('1','3','4','5','6')",1,0.623,0.001246
4917,5,0.002,0.378,"PA_ST %in% c('3','4','5') & PA_TRA_MM %in% c('1') & WC_MN %in% c('2') & HW_S_R %in% c('1','3','6','7','8','9','10') & E_EDU_F %in% c('1','2','4')",1,0.622,0.001244
4166,5,0.002,0.38,"PA_SWD_S %in% c('2','3','4','5','6','7','8','9','10','11','12','13','14') & PA_PE_FQ %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('2') & E_EDU_F %in% c('1','2')",1,0.62,0.00124
4263,6,0.002,0.38,"PA_WLK %in% c('1','2','3') & PA_SWK_S %in% c('2','3','4','5','6','7','8','9','10','11') & PA_TRA %in% c('4','5','6','7','8') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('3')",1,0.62,0.00124
1242,6,0.002,0.381,"PR_HT %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','2','5','6','7','8') & GRADE %in% c('2') & E_EDU_F %in% c('2')",1,0.619,0.001238
4919,7,0.002,0.382,"F_VEG %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('2') & GRADE %in% c('1','3','4','5','6') & E_LT_F %in% c('1') & E_EDU_F %in% c('3','8888','9999')",1,0.618,0.001236
1066,5,0.002,0.385,"F_MILK %in% c('3','4','5','6','7') & F_CS_F04 %in% c('4') & PA_MSC %in% c('3') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('1','2')",1,0.615,0.00123
5202,6,0.002,0.387,"PA_ST %in% c('2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_SLNT %in% c('2') & HW_S_R %in% c('2','3','4','5','7','8','9') & GRADE %in% c('2')",1,0.613,0.001226
4276,5,0.002,0.388,"PA_SWK_N %in% c('2','3') & WC_MN %in% c('2') & O_BR_FQ %in% c('1','2') & INT_WK_MM %in% c('0','1','2') & GRADE %in% c('1','3','4','5','6')",1,0.612,0.001224
3620,5,0.002,0.389,"F_FASTFOOD %in% c('1') & PA_MSC %in% c('1','2') & WC_MN_M03 %in% c('1') & I_SCH_ED4 %in% c('4') & AGE<=2.5",1,0.611,0.001222
4114,4,0.002,0.389,"PR_HT %in% c('3','4','5') & WC_MN %in% c('2') & HW_S_R %in% c('1') & TC_GHW_QT %in% c('2','4')",1,0.611,0.001222
2186,4,0.002,0.391,"F_WAT %in% c('3','4','5') & WC_MN %in% c('2') & TC_HTP_MN %in% c('2') & E_S_RCRD %in% c('3','4','5')",1,0.609,0.001218
1189,5,0.002,0.394,"F_VEG %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_S %in% c('2') & E_EDU_F %in% c('1','2','4')",1,0.606,0.001212
2356,6,0.002,0.394,"PR_HT %in% c('1','2','5') & PA_SWK_S %in% c('2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','2','4','7','8','9') & GRADE %in% c('2')",1,0.606,0.001212
386,5,0.002,0.4,"WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('1') & TC_GHW_QT %in% c('2','3','4') & GRADE %in% c('2')",1,0.6,0.0012
1761,6,0.002,0.405,"F_MILK %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('1') & HW_S_R %in% c('1','2','3','5','6','7','9','10') & GRADE %in% c('1','3','4','5','6')",1,0.595,0.00119
1566,5,0.002,0.406,"PR_HT %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('2') & GRADE %in% c('1','3','4','5','6')",1,0.594,0.001188
908,4,0.002,0.408,"PR_HT %in% c('4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('2','4','5','8','9') & GRADE %in% c('1','2')",1,0.592,0.001184
1200,4,0.002,0.409,"WC_MN %in% c('2') & GRADE %in% c('1','3','4','5','6') & E_FM_YBS_8 %in% c('9999') & SleepAvg_WK %in% c('4')",1,0.591,0.001182
4960,7,0.002,0.412,"PR_HT %in% c('3','4','5') & F_CS %in% c('2','3','4','5','6','7') & F_WAT %in% c('1','3','4','5') & WC_MN %in% c('2') & O_OCP3 %in% c('9999') & I_SB_BK %in% c('3','4','5') & GRADE %in% c('2')",1,0.588,0.001176
5648,7,0.002,0.413,"PA_MSC %in% c('1','2','4','5','6') & PA_SWK_N %in% c('2','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & I_SB_BK %in% c('1','2') & ECZ_DG_LT %in% c('2') & GRADE %in% c('1','3','4','5','6')",1,0.587,0.001174
1227,5,0.002,0.415,"PA_TRA_MM %in% c('0') & WC_MN %in% c('2') & I_SB_FR %in% c('1','3','4','5') & TC_HTP_MN %in% c('2','3','4','5','6','7') & GRADE %in% c('1','3','4','5','6')",1,0.585,0.00117
4092,6,0.002,0.417,"PA_TOT %in% c('1') & PA_MSC %in% c('2','3','4','5','6') & WC_MN_M03 %in% c('1') & INT_WD_MM %in% c('0','2','3','4','5') & AGE>1.5 & E_S_RCRD %in% c('1')",1,0.583,0.001166
4026,7,0.002,0.419,"PR_HT %in% c('1') & F_FASTFOOD %in% c('1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & RH_DG_YR %in% c('2') & E_S_RCRD %in% c('1','3','4','5') & GRADE %in% c('1','3','4','5','6')",1,0.581,0.001162
955,5,0.002,0.422,"PR_HT %in% c('1','3') & F_CS_F04 %in% c('4') & PA_SWD_S %in% c('2') & WC_MN_M03 %in% c('1') & GRADE %in% c('2','3','4','5','6')",1,0.578,0.001156
4616,5,0.002,0.422,"PA_TRA_MM %in% c('1','2','3') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('5','6','7') & I_SB_BK %in% c('1','3','4','5') & GRADE %in% c('2')",1,0.578,0.001156
4083,5,0.002,0.423,"PA_MSC %in% c('1') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_OCP5 %in% c('5') & INT_WK_MM %in% c('0')",1,0.577,0.001154
1508,5,0.002,0.426,"PR_HT %in% c('3','4','5') & F_EDU %in% c('2') & PA_MSC %in% c('1','3') & WC_MN %in% c('2') & GRADE %in% c('2')",1,0.574,0.001148
2698,5,0.002,0.426,"F_CS %in% c('2') & PA_MSC %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_M %in% c('1','4','9999')",1,0.574,0.001148
2032,4,0.002,0.431,"F_BR %in% c('1') & F_MILK %in% c('1','2') & WC_MN_M03 %in% c('1') & GRADE %in% c('2')",1,0.569,0.001138
2217,6,0.002,0.432,"F_VEG %in% c('2','4','5','6','7') & PA_TOT %in% c('4','5','6','7','8') & PA_TRA_MM %in% c('1','2','3') & WC_MN %in% c('2') & HW_S_R %in% c('1','4','5','9') & INT_WK_MM %in% c('3')",1,0.568,0.001136
3407,7,0.002,0.432,"F_BR %in% c('1','2','3') & F_WAT %in% c('1','3','4','5') & PA_SWK_N %in% c('1','3','4','5','6','7','8','9','10','11','12') & WC_MN %in% c('2') & O_DC_FQ %in% c('3') & INT_WK_MM %in% c('0','3','4','5','6','7','8','9','10') & GRADE %in% c('2')",1,0.568,0.001136
5020,4,0.002,0.435,"F_BR %in% c('2','4','5','6','7','8') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & SleepAvg_WK %in% c('0','3')",1,0.565,0.00113
1979,4,0.002,0.441,"WC_MN_M03 %in% c('1') & O_DC_FQ %in% c('1') & HW_S_R %in% c('2','5','6','10') & E_EDU_F %in% c('1','9999')",1,0.559,0.001118
753,7,0.002,0.442,"PR_HT %in% c('1','5') & F_CS_F04 %in% c('4') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_SPGO_H %in% c('1') & INT_WD_MM %in% c('1','2','3','4','5') & GRADE %in% c('2')",1,0.558,0.001116
3740,5,0.002,0.449,"F_FRUIT %in% c('1','3') & PA_MSC %in% c('2') & WC_MN_M03 %in% c('1') & HW_SPRM_H %in% c('2') & AGE<=3.5",1,0.551,0.001102
605,5,0.002,0.451,"PA_SWK_N %in% c('0','1') & WC_MN %in% c('2') & HW_S_R %in% c('1','4','6','7','8','9','10') & INT_WD_MM %in% c('1','2','3','4','5') & INT_WK_MM %in% c('0','2')",1,0.549,0.001098
249,7,0.002,0.455,"PA_SWK_N %in% c('0','3','4','5','6','7','8','9','10','11','12') & PA_TRA_MM %in% c('2','3') & WC_MN %in% c('2') & HW_S_R %in% c('2','4','5','6','7','9') & INT_WD_MM %in% c('1','2','3','4','5') & E_SES %in% c('1','2') & GRADE %in% c('2')",1,0.545,0.00109
1740,5,0.002,0.455,"WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & RH_DG_YR %in% c('1','2') & E_SES %in% c('2') & GRADE %in% c('2')",1,0.545,0.00109
2376,6,0.002,0.458,"PA_TOT %in% c('1','3','4','5','6','7','8') & PA_SWK_S %in% c('0') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & INT_WK_MM %in% c('1') & E_S_RCRD %in% c('1','3','4','5')",1,0.542,0.001084
4568,5,0.002,0.464,"WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('2','4','5','6','7','8','9','10') & HW_S_R %in% c('3','6','7','8') & I_SB_BK %in% c('1','3','4','5') & AC_ACCESS %in% c('3','4','5')",1,0.536,0.001072
1929,7,0.002,0.465,"PR_HT %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('1','2','4','5','6','7','8','9','10') & I_SB_FR %in% c('1','2') & TC_SND_S %in% c('2','3','4','5','6','7','8') & GRADE %in% c('2')",1,0.535,0.00107
6029,7,0.002,0.471,"F_WAT %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_SPGO_H %in% c('1','3','4') & HW_S_R %in% c('1','3','4','5') & GRADE %in% c('1','3','4','5','6') & E_EDU_F %in% c('3','8888','9999')",1,0.529,0.001058
4981,4,0.002,0.475,"F_CS %in% c('3','4','5','6','7') & PA_MSC %in% c('2') & WC_MN_M03 %in% c('1') & HW_SPGO_H %in% c('3','4')",1,0.525,0.00105
3244,5,0.002,0.476,"PA_MSC %in% c('1') & PA_SWD_N %in% c('0','1') & WC_MN_M03 %in% c('1') & I_SB_BK %in% c('3','4','5') & E_S_RCRD %in% c('1')",1,0.524,0.001048
4394,6,0.002,0.476,"F_MILK %in% c('2','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & INT_WK_MM %in% c('1') & E_SES %in% c('2') & GRADE %in% c('1','3','4','5','6')",1,0.524,0.001048
395,5,0.002,0.477,"PA_MSC %in% c('3','4','5','6') & PA_SWK_S %in% c('2') & WC_MN %in% c('2') & GRADE %in% c('2') & E_EDU_F %in% c('1','4','8888')",1,0.523,0.001046
