,Variables,Euclidean distance,Variables,Euclidean distance
330,,,PA_SWD_N_2,1.6206566095352173
331,,,TC_SND_S_8,1.6224989891052246
332,,,AC_DAYS_6,1.6231030225753784
333,,,PA_TOT_7,1.625101923942566
334,,,AS_DG_LT_2,1.6256331205368042
335,,,PA_SWD_N_3,1.6276439428329468
336,,,M_SUI_ATT_2,1.6277259588241577
337,,,PA_SWK_S_1,1.6300519704818726
338,,,PA_WLK_MM_1,1.6326333284378052
339,,,I_SCH_ED1_1,1.6337178945541382
340,,,F_EDU_2,1.6356689929962158
341,,,F_EDU_1,1.6403427124023438
342,,,TC_FAGE_6,1.6439260244369507
343,,,PA_SWK_N_0,1.6440106630325317
344,,,RH_DG_YR_9999,1.6455743312835693
345,,,AC_AMNT_2,1.6455875635147095
346,,,E_RES_4,1.6456853151321411
347,,,PA_SWK_N_12,1.6466056108474731
348,,,PA_SWD_N_1,1.647011399269104
349,,,PA_VIG_5,1.6489826440811157
350,,,PA_SWD_S_1,1.6512342691421509
351,,,AC_ACCESS_4,1.6526265144348145
352,,,PA_SWD_N_0,1.6548389196395874
353,,,TC_FAGE_8,1.6559638977050781
354,,,E_SES_1,1.6572871208190918
355,,,AS_DG_YR_1,1.6576727628707886
356,,,HW_SPRM_S_4,1.658392310142517
357,,,ECZ_DG_YR_2,1.6632556915283203
358,,,PA_WLK_8,1.664260745048523
359,,,PA_WLK_MM_0,1.6665514707565308
360,,,TC_LT_2,1.6681164503097534
361,,,PA_SWD_N_7,1.669118046760559
362,,,F_SWDRINK_6,1.6699116230010986
363,,,TC_GHW_1,1.674452304840088
364,,,WC_MN_M01_9999,1.6771602630615234
365,,,PA_PE_FQ_4,1.6776392459869385
366,,,SleepAvg_WK_3,1.6800042390823364
367,,,F_SODA_5,1.6823209524154663
368,,,TC_GHW_H_3,1.684922456741333
369,,,AC_AMNT_4,1.6869546175003052
370,,,TC_EC_MN_1,1.6902778148651123
371,,,TC_FAGE_12,1.6919697523117065
372,,,WC_MN_M01_0,1.6976559162139893
373,,,TC_FAGE_9,1.698563814163208
374,,,PA_SWD_S_0,1.698734998703003
375,,,WC_MN_1,1.699493408203125
376,,,WC_MN_M01_1,1.703456997871399
377,,,TC_FAGE_10,1.704395055770874
378,,,PA_MSC_4,1.7067930698394775
379,,,PA_PE_FQ_1,1.7110886573791504
380,,,PA_TOT_6,1.7131503820419312
381,,,F_MILK_6,1.7159056663513184
382,,,TC_FAGE_5,1.7166694402694702
383,,,AC_DRUNK_1,1.7180253267288208
384,,,INT_WD_2,1.7182613611221313
385,,,WC_MN_M03_0,1.72092866897583
386,,,TC_DAYS_2,1.728954792022705
387,,,F_CS_F07_7,1.734236240386963
388,,,TC_GHW_H_2,1.7344026565551758
389,,,WC_MN_M02_9999,1.735458254814148
390,,,PA_TOT_2,1.7357207536697388
391,,,TC_SND_S_7,1.7373381853103638
392,,,V_TRT_3,1.738977313041687
393,,,PA_TOT_5,1.739577293395996
394,,,AC_AMNT_5,1.7408323287963867
395,,,INT_WK_MM_9,1.7431391477584839
396,,,WC_MN_M02_0,1.7440433502197266
397,,,PA_VIG_4,1.7453612089157104
398,,,INT_WK_MM_2,1.7475979328155518
399,,,SleepAvg_WK_13,1.7487109899520874
400,,,INT_WK_MM_1,1.7487633228302002
401,,,WC_MN_3,1.752251386642456
402,,,S_CONT_1,1.7523013353347778
403,,,F_WAT_3,1.7536364793777466
404,,,E_S_RCRD_1,1.7536885738372803
405,,,AC_ACCESS_5,1.7549316883087158
406,,,TC_DAYS_6,1.7555620670318604
407,,,PA_MSC_3,1.7577176094055176
408,,,AC_DRUNK_2,1.7589430809020996
409,,,F_WAT_2,1.759738802909851
410,,,TC_ACCESS_3,1.759872555732727
411,,,F_WAT_4,1.7637003660202026
412,,,TC_DAYS_3,1.7646647691726685
413,,,INT_WD_MM_1,1.764997959136963
414,,,PA_TOT_3,1.7666420936584473
415,,,TC_EC_MN_2,1.7671202421188354
416,,,WC_MN_M03_9999,1.768022060394287
417,,,TC_DAYS_4,1.7688708305358887
418,,,PA_MSC_2,1.7701923847198486
419,,,PA_SWK_S_0,1.770527720451355
420,,,INT_WD_MM_3,1.7707606554031372
421,,,TC_EC_LT_2,1.772977352142334
422,,,E_BORN_F_10,1.779662013053894
423,,,PA_VIG_3,1.7825621366500854
424,,,INT_WK_MM_3,1.7828418016433716
425,,,TC_GHW_QT_1,1.7835583686828613
426,,,TC_AMNT_1,1.787848711013794
427,,,INT_WK_MM_6,1.789328694343567
428,,,F_MILK_7,1.7909612655639648
429,,,S_CONT_M_2,1.7913964986801147
430,,,F_SODA_7,1.791914939880371
431,,,TC_AMNT_2,1.7922171354293823
432,,,S_CONT_2,1.7927883863449097
433,,,PA_VIG_2,1.7973427772521973
434,,,INT_WD_MM_2,1.7978640794754028
435,,,PA_TOT_4,1.8013255596160889
436,,,INT_WD_MM_4,1.804458498954773
437,,,E_SES_2,1.8085036277770996
438,,,F_CAFFEINE_3,1.8106403350830078
439,,,INT_WK_MM_4,1.8176157474517822
440,,,SleepAvg_WK_12,1.8178179264068604
441,,,PR_HT_5,1.8187472820281982
442,,,F_SWDRINK_5,1.8190938234329224
443,,,TC_QT_YR_1,1.8254797458648682
444,,,WC_MN_M04_0,1.8296294212341309
445,,,F_VEG_1,1.8299285173416138
446,,,INT_WK_MM_8,1.8334848880767822
447,,,TC_HTP_MN_2,1.8339709043502808
448,,,TC_DAYS_5,1.8371186256408691
449,,,PA_TOT_1,1.8408520221710205
450,,,INT_WD_MM_5,1.8414939641952515
451,,,F_CAFFEINE_1,1.841891884803772
452,,,SleepAvg_WK_19,1.844227910041809
453,,,INT_WK_MM_5,1.8443127870559692
454,,,E_RES_3,1.8475565910339355
455,,,TC_FAGE_4,1.8475682735443115
456,,,E_SES_4,1.8495514392852783
457,,,E_SES_5,1.8497929573059082
458,,,TC_AMNT_3,1.8500174283981323
459,,,F_MILK_5,1.8524972200393677
460,,,RH_DG_LT_2,1.8565728664398193
461,,,F_WAT_5,1.8569451570510864
462,,,F_FASTFOOD_3,1.8577362298965454
463,,,GRADE_1,1.8591245412826538
