,M_SLP_HR_K,M_WK_HR_K,일어난 시각 - 잠에 든 시각,절대값
5812,1.0,7.0,6.0,6.0
5813,2.0,12.0,10.0,10.0
5814,1.0,9.0,8.0,8.0
5815,1.0,9.0,8.0,8.0
5816,1.0,8.0,7.0,7.0
5817,6.0,16.0,10.0,10.0
5819,2.0,12.0,10.0,10.0
5820,23.0,11.0,-12.0,12.0
5821,3.0,24.0,21.0,21.0
5822,3.0,12.0,9.0,9.0
5825,2.0,11.0,9.0,9.0
5826,2.0,11.0,9.0,9.0
5827,2.0,11.0,9.0,9.0
5830,1.0,7.0,6.0,6.0
5831,4.0,23.0,19.0,19.0
5832,3.0,9.0,6.0,6.0
5835,24.0,8.0,-16.0,16.0
5836,2.0,12.0,10.0,10.0
5840,21.0,12.0,-9.0,9.0
5841,1.0,8.0,7.0,7.0
5842,1.0,10.0,9.0,9.0
5844,1.0,12.0,11.0,11.0
5845,3.0,14.0,11.0,11.0
5846,4.0,11.0,7.0,7.0
5915,24.0,8.0,-16.0,16.0
5916,2.0,7.0,5.0,5.0
5917,1.0,8.0,7.0,7.0
5918,3.0,14.0,11.0,11.0
5919,23.0,6.0,-17.0,17.0
5920,23.0,8.0,-15.0,15.0
5921,11.0,9.0,-2.0,2.0
5922,12.0,8.0,-4.0,4.0
5923,3.0,13.0,10.0,10.0
5924,1.0,14.0,13.0,13.0
5925,2.0,11.0,9.0,9.0
5926,2.0,11.0,9.0,9.0
5927,2.0,8.0,6.0,6.0
5928,2.0,10.0,8.0,8.0
5929,3.0,8.0,5.0,5.0
5930,24.0,10.0,-14.0,14.0
5931,2.0,13.0,11.0,11.0
5932,24.0,10.0,-14.0,14.0
5933,2.0,8.0,6.0,6.0
5934,23.0,9.0,-14.0,14.0
5935,23.0,9.0,-14.0,14.0
5936,23.0,9.0,-14.0,14.0
5937,2.0,13.0,11.0,11.0
5938,2.0,8.0,6.0,6.0
5939,24.0,10.0,-14.0,14.0
5940,1.0,12.0,11.0,11.0
5941,3.0,10.0,7.0,7.0
5942,23.0,9.0,-14.0,14.0
5943,21.0,9.0,-12.0,12.0
5944,21.0,7.0,-14.0,14.0
5945,24.0,8.0,-16.0,16.0
5946,4.0,11.0,7.0,7.0
5947,1.0,3.0,2.0,2.0
5948,24.0,21.0,-3.0,3.0
5949,23.0,19.0,-4.0,4.0
5950,24.0,12.0,-12.0,12.0
5951,12.0,7.0,-5.0,5.0
5952,2.0,13.0,11.0,11.0
5953,3.0,11.0,8.0,8.0
5954,2.0,13.0,11.0,11.0
5955,1.0,6.0,5.0,5.0
5956,2.0,11.0,9.0,9.0
5957,24.0,8.0,-16.0,16.0
5958,23.0,8.0,-15.0,15.0
5959,3.0,13.0,10.0,10.0
5960,1.0,8.0,7.0,7.0
5961,1.0,10.0,9.0,9.0
5962,2.0,8.0,6.0,6.0
5963,24.0,8.0,-16.0,16.0
5964,24.0,6.0,-18.0,18.0
5965,24.0,6.0,-18.0,18.0
5966,1.0,10.0,9.0,9.0
5967,3.0,12.0,9.0,9.0
5968,1.0,11.0,10.0,10.0
5969,1.0,10.0,9.0,9.0
5970,23.0,11.0,-12.0,12.0
5971,2.0,12.0,10.0,10.0
5972,3.0,13.0,10.0,10.0
5973,24.0,7.0,-17.0,17.0
5974,23.0,8.0,-15.0,15.0
5975,5.0,12.0,7.0,7.0
5976,2.0,10.0,8.0,8.0
5977,24.0,10.0,-14.0,14.0
5978,1.0,7.0,6.0,6.0
5979,14.0,10.0,-4.0,4.0
5980,1.0,10.0,9.0,9.0
5981,1.0,10.0,9.0,9.0
5982,2.0,9.0,7.0,7.0
5983,24.0,9.0,-15.0,15.0
5984,24.0,8.0,-16.0,16.0
5985,5.0,15.0,10.0,10.0
5986,23.0,10.0,-13.0,13.0
5987,23.0,7.0,-16.0,16.0
5988,1.0,10.0,9.0,9.0
5989,24.0,7.0,-17.0,17.0
5990,3.0,10.0,7.0,7.0
5991,2.0,10.0,8.0,8.0
5992,24.0,11.0,-13.0,13.0
5993,1.0,9.0,8.0,8.0
5994,22.0,8.0,-14.0,14.0
5995,3.0,10.0,7.0,7.0
5996,1.0,12.0,11.0,11.0
5997,24.0,9.0,-15.0,15.0
5998,1.0,9.0,8.0,8.0
5999,24.0,7.0,-17.0,17.0
6000,4.0,8.0,4.0,4.0
6001,24.0,19.0,-5.0,5.0
6002,1.0,8.0,7.0,7.0
6003,2.0,7.0,5.0,5.0
6004,22.0,6.0,-16.0,16.0
6005,2.0,10.0,8.0,8.0
6006,3.0,8.0,5.0,5.0
6007,1.0,5.0,4.0,4.0
6008,2.0,10.0,8.0,8.0
6009,1.0,10.0,9.0,9.0
6010,2.0,10.0,8.0,8.0
6011,24.0,6.0,-18.0,18.0
6012,23.0,9.0,-14.0,14.0
6013,2.0,11.0,9.0,9.0
6014,24.0,10.0,-14.0,14.0
6015,3.0,11.0,8.0,8.0
6016,1.0,9.0,8.0,8.0
6017,23.0,7.0,-16.0,16.0
6018,3.0,8.0,5.0,5.0
6019,24.0,8.0,-16.0,16.0
6020,23.0,10.0,-13.0,13.0
6021,24.0,9.0,-15.0,15.0
6022,1.0,8.0,7.0,7.0
6023,24.0,6.0,-18.0,18.0
6024,24.0,13.0,-11.0,11.0
6025,3.0,12.0,9.0,9.0
6026,24.0,8.0,-16.0,16.0
6027,2.0,10.0,8.0,8.0
6028,1.0,11.0,10.0,10.0
6029,1.0,10.0,9.0,9.0
6030,23.0,9.0,-14.0,14.0
6031,24.0,9.0,-15.0,15.0
6032,3.0,10.0,7.0,7.0
6033,4.0,10.0,6.0,6.0
6034,2.0,9.0,7.0,7.0
6035,3.0,10.0,7.0,7.0
6036,23.0,9.0,-14.0,14.0
6039,4.0,11.0,7.0,7.0
6040,24.0,13.0,-11.0,11.0
6045,3.0,11.0,8.0,8.0
6053,24.0,7.0,-17.0,17.0
6057,13.0,10.0,-3.0,3.0
6058,2.0,12.0,10.0,10.0
6067,1.0,10.0,9.0,9.0
6068,2.0,11.0,9.0,9.0
6069,1.0,10.0,9.0,9.0
6072,2.0,8.0,6.0,6.0
6073,24.0,8.0,-16.0,16.0
6086,3.0,6.0,3.0,3.0
6087,2.0,12.0,10.0,10.0
6088,2.0,7.0,5.0,5.0
6089,24.0,7.0,-17.0,17.0
6095,1.0,10.0,9.0,9.0
6096,5.0,14.0,9.0,9.0
6097,2.0,11.0,9.0,9.0
6098,2.0,12.0,10.0,10.0
6099,1.0,12.0,11.0,11.0
6100,24.0,8.0,-16.0,16.0
6104,1.0,10.0,9.0,9.0
6105,24.0,11.0,-13.0,13.0
6106,3.0,11.0,8.0,8.0
6107,1.0,14.0,13.0,13.0
6108,8.0,23.0,15.0,15.0
6109,1.0,8.0,7.0,7.0
6110,6.0,12.0,6.0,6.0
6111,24.0,9.0,-15.0,15.0
6112,1.0,9.0,8.0,8.0
6113,1.0,4.0,3.0,3.0
6114,24.0,8.0,-16.0,16.0
6115,3.0,10.0,7.0,7.0
6116,1.0,12.0,11.0,11.0
6117,4.0,12.0,8.0,8.0
6118,6.0,7.0,1.0,1.0
6119,2.0,7.0,5.0,5.0
6120,24.0,12.0,-12.0,12.0
6121,24.0,6.0,-18.0,18.0
6122,2.0,8.0,6.0,6.0
6123,24.0,7.0,-17.0,17.0
6124,3.0,13.0,10.0,10.0
6125,2.0,10.0,8.0,8.0
6126,24.0,8.0,-16.0,16.0
6127,23.0,8.0,-15.0,15.0
6128,2.0,12.0,10.0,10.0
6129,23.0,8.0,-15.0,15.0
6130,15.0,8.0,-7.0,7.0
6131,24.0,10.0,-14.0,14.0
6132,2.0,13.0,11.0,11.0
6133,4.0,11.0,7.0,7.0
6134,3.0,12.0,9.0,9.0
6135,24.0,6.0,-18.0,18.0
6136,1.0,12.0,11.0,11.0
6137,24.0,9.0,-15.0,15.0
6138,24.0,9.0,-15.0,15.0
6139,2.0,13.0,11.0,11.0
6140,1.0,10.0,9.0,9.0
6144,23.0,9.0,-14.0,14.0
6145,23.0,7.0,-16.0,16.0
6146,6.0,16.0,10.0,10.0
6147,2.0,7.0,5.0,5.0
6148,5.0,17.0,12.0,12.0
6149,3.0,12.0,9.0,9.0
6150,6.0,12.0,6.0,6.0
6151,2.0,7.0,5.0,5.0
6152,10.0,12.0,2.0,2.0
6153,23.0,5.0,-18.0,18.0
6154,23.0,7.0,-16.0,16.0
6155,24.0,8.0,-16.0,16.0
6156,2.0,6.0,4.0,4.0
6157,4.0,12.0,8.0,8.0
6158,1.0,2.0,1.0,1.0
6159,1.0,8.0,7.0,7.0
6160,1.0,9.0,8.0,8.0
6161,2.0,12.0,10.0,10.0
6162,23.0,7.0,-16.0,16.0
6163,3.0,3.0,0.0,0.0
6164,22.0,9.0,-13.0,13.0
6165,3.0,14.0,11.0,11.0
6166,1.0,14.0,13.0,13.0
6167,24.0,8.0,-16.0,16.0
6168,24.0,9.0,-15.0,15.0
6169,2.0,11.0,9.0,9.0
6170,23.0,8.0,-15.0,15.0
6171,3.0,12.0,9.0,9.0
6172,12.0,5.0,-7.0,7.0
6173,24.0,8.0,-16.0,16.0
6174,2.0,11.0,9.0,9.0
6175,3.0,13.0,10.0,10.0
6177,3.0,14.0,11.0,11.0
6178,1.0,12.0,11.0,11.0
6179,3.0,11.0,8.0,8.0
6186,5.0,16.0,11.0,11.0
6187,3.0,17.0,14.0,14.0
6188,24.0,14.0,-10.0,10.0
6189,3.0,13.0,10.0,10.0
6194,1.0,12.0,11.0,11.0
6195,2.0,11.0,9.0,9.0
6198,2.0,10.0,8.0,8.0
6199,3.0,11.0,8.0,8.0
6200,3.0,11.0,8.0,8.0
6207,23.0,8.0,-15.0,15.0
6208,23.0,6.0,-17.0,17.0
6209,23.0,7.0,-16.0,16.0
6212,2.0,10.0,8.0,8.0
6216,4.0,16.0,12.0,12.0
6217,24.0,9.0,-15.0,15.0
6218,2.0,11.0,9.0,9.0
6219,4.0,14.0,10.0,10.0
6220,3.0,14.0,11.0,11.0
6221,2.0,10.0,8.0,8.0
6222,2.0,10.0,8.0,8.0
6227,24.0,8.0,-16.0,16.0
6228,1.0,8.0,7.0,7.0
6229,24.0,8.0,-16.0,16.0
6230,3.0,13.0,10.0,10.0
6231,12.0,10.0,-2.0,2.0
6232,1.0,10.0,9.0,9.0
6233,1.0,13.0,12.0,12.0
6234,22.0,6.0,-16.0,16.0
6235,1.0,11.0,10.0,10.0
6236,3.0,12.0,9.0,9.0
6237,1.0,11.0,10.0,10.0
6238,1.0,10.0,9.0,9.0
6239,1.0,10.0,9.0,9.0
6240,1.0,9.0,8.0,8.0
6241,1.0,9.0,8.0,8.0
6242,3.0,12.0,9.0,9.0
6243,2.0,11.0,9.0,9.0
6244,3.0,14.0,11.0,11.0
6245,3.0,12.0,9.0,9.0
6246,1.0,8.0,7.0,7.0
6247,3.0,24.0,21.0,21.0
6248,3.0,12.0,9.0,9.0
6250,4.0,12.0,8.0,8.0
6251,3.0,9.0,6.0,6.0
6252,1.0,8.0,7.0,7.0
6253,1.0,11.0,10.0,10.0
6254,1.0,8.0,7.0,7.0
6255,23.0,19.0,-4.0,4.0
6256,1.0,13.0,12.0,12.0
6257,24.0,9.0,-15.0,15.0
6258,3.0,12.0,9.0,9.0
6259,5.0,7.0,2.0,2.0
6260,3.0,12.0,9.0,9.0
6265,24.0,9.0,-15.0,15.0
6266,1.0,10.0,9.0,9.0
6267,22.0,9.0,-13.0,13.0
6268,23.0,9.0,-14.0,14.0
6269,1.0,7.0,6.0,6.0
6271,4.0,7.0,3.0,3.0
6272,1.0,10.0,9.0,9.0
6273,2.0,10.0,8.0,8.0
6274,23.0,7.0,-16.0,16.0
6275,3.0,13.0,10.0,10.0
6276,24.0,6.0,-18.0,18.0
6277,1.0,7.0,6.0,6.0
6278,3.0,10.0,7.0,7.0
6279,3.0,9.0,6.0,6.0
6280,2.0,12.0,10.0,10.0
6281,23.0,6.0,-17.0,17.0
6282,2.0,14.0,12.0,12.0
6283,1.0,6.0,5.0,5.0
6284,3.0,11.0,8.0,8.0
6285,1.0,11.0,10.0,10.0
6286,4.0,10.0,6.0,6.0
6287,22.0,20.0,-2.0,2.0
6288,5.0,15.0,10.0,10.0
6290,1.0,9.0,8.0,8.0
6292,1.0,9.0,8.0,8.0
6293,24.0,9.0,-15.0,15.0
6294,4.0,12.0,8.0,8.0
6295,4.0,10.0,6.0,6.0
6296,23.0,8.0,-15.0,15.0
6297,1.0,9.0,8.0,8.0
6298,23.0,9.0,-14.0,14.0
6299,23.0,7.0,-16.0,16.0
6300,1.0,9.0,8.0,8.0
6301,1.0,10.0,9.0,9.0
6302,2.0,12.0,10.0,10.0
6303,1.0,12.0,11.0,11.0
6304,1.0,9.0,8.0,8.0
6305,2.0,11.0,9.0,9.0
6306,2.0,6.0,4.0,4.0
6307,11.0,8.0,-3.0,3.0
6308,1.0,10.0,9.0,9.0
6309,24.0,14.0,-10.0,10.0
6310,1.0,8.0,7.0,7.0
6312,1.0,9.0,8.0,8.0
6313,24.0,8.0,-16.0,16.0
6314,24.0,9.0,-15.0,15.0
6315,23.0,6.0,-17.0,17.0
6316,24.0,8.0,-16.0,16.0
6317,23.0,7.0,-16.0,16.0
6318,1.0,8.0,7.0,7.0
6319,24.0,9.0,-15.0,15.0
6321,2.0,12.0,10.0,10.0
6322,1.0,14.0,13.0,13.0
6323,2.0,14.0,12.0,12.0
6326,4.0,11.0,7.0,7.0
6328,23.0,10.0,-13.0,13.0
6329,1.0,10.0,9.0,9.0
6330,12.0,8.0,-4.0,4.0
6331,1.0,11.0,10.0,10.0
6332,24.0,7.0,-17.0,17.0
6333,23.0,10.0,-13.0,13.0
6335,23.0,8.0,-15.0,15.0
6336,23.0,22.0,-1.0,1.0
6337,1.0,11.0,10.0,10.0
6338,8.0,17.0,9.0,9.0
6339,2.0,12.0,10.0,10.0
6340,1.0,8.0,7.0,7.0
6341,4.0,14.0,10.0,10.0
6342,1.0,8.0,7.0,7.0
6343,24.0,11.0,-13.0,13.0
6344,2.0,8.0,6.0,6.0
6345,3.0,11.0,8.0,8.0
6346,3.0,7.0,4.0,4.0
6347,24.0,7.0,-17.0,17.0
6348,1.0,10.0,9.0,9.0
6349,1.0,13.0,12.0,12.0
6350,1.0,10.0,9.0,9.0
6351,4.0,13.0,9.0,9.0
6352,3.0,14.0,11.0,11.0
6353,24.0,8.0,-16.0,16.0
6354,23.0,9.0,-14.0,14.0
6355,23.0,10.0,-13.0,13.0
6356,2.0,11.0,9.0,9.0
6357,24.0,9.0,-15.0,15.0
6358,2.0,13.0,11.0,11.0
6359,4.0,12.0,8.0,8.0
6362,2.0,8.0,6.0,6.0
6363,2.0,9.0,7.0,7.0
6364,1.0,11.0,10.0,10.0
6365,1.0,9.0,8.0,8.0
6366,6.0,14.0,8.0,8.0
6367,2.0,11.0,9.0,9.0
6369,1.0,8.0,7.0,7.0
6370,24.0,9.0,-15.0,15.0
6371,1.0,9.0,8.0,8.0
6381,2.0,9.0,7.0,7.0
6382,1.0,9.0,8.0,8.0
6383,24.0,10.0,-14.0,14.0
6384,24.0,8.0,-16.0,16.0
6385,2.0,12.0,10.0,10.0
6386,2.0,8.0,6.0,6.0
6387,23.0,8.0,-15.0,15.0
6388,1.0,7.0,6.0,6.0
6389,1.0,11.0,10.0,10.0
6390,3.0,14.0,11.0,11.0
6393,1.0,9.0,8.0,8.0
6396,5.0,12.0,7.0,7.0
6397,3.0,12.0,9.0,9.0
6398,1.0,9.0,8.0,8.0
6399,2.0,10.0,8.0,8.0
6400,23.0,14.0,-9.0,9.0
6401,2.0,9.0,7.0,7.0
6403,2.0,10.0,8.0,8.0
6412,23.0,8.0,-15.0,15.0
6419,24.0,11.0,-13.0,13.0
6421,24.0,9.0,-15.0,15.0
6422,2.0,7.0,5.0,5.0
6423,1.0,3.0,2.0,2.0
6424,2.0,9.0,7.0,7.0
6425,1.0,11.0,10.0,10.0
6426,2.0,9.0,7.0,7.0
6427,3.0,12.0,9.0,9.0
6428,12.0,9.0,-3.0,3.0
6429,1.0,11.0,10.0,10.0
6430,2.0,8.0,6.0,6.0
6431,2.0,13.0,11.0,11.0
6436,23.0,8.0,-15.0,15.0
6437,24.0,5.0,-19.0,19.0
6438,1.0,10.0,9.0,9.0
6439,1.0,7.0,6.0,6.0
6440,23.0,7.0,-16.0,16.0
6441,23.0,8.0,-15.0,15.0
6442,1.0,7.0,6.0,6.0
6443,1.0,7.0,6.0,6.0
6444,22.0,6.0,-16.0,16.0
6445,2.0,11.0,9.0,9.0
6446,2.0,9.0,7.0,7.0
6447,3.0,10.0,7.0,7.0
6448,22.0,9.0,-13.0,13.0
6449,24.0,7.0,-17.0,17.0
6450,2.0,10.0,8.0,8.0
6451,23.0,9.0,-14.0,14.0
6452,3.0,11.0,8.0,8.0
6453,2.0,13.0,11.0,11.0
6454,5.0,11.0,6.0,6.0
6455,2.0,8.0,6.0,6.0
6456,1.0,10.0,9.0,9.0
6457,24.0,8.0,-16.0,16.0
6466,1.0,12.0,11.0,11.0
6470,3.0,10.0,7.0,7.0
6471,1.0,10.0,9.0,9.0
6472,3.0,10.0,7.0,7.0
6473,2.0,9.0,7.0,7.0
6474,1.0,1.0,0.0,0.0
6475,22.0,8.0,-14.0,14.0
6481,23.0,9.0,-14.0,14.0
6482,23.0,8.0,-15.0,15.0
6483,1.0,8.0,7.0,7.0
6484,24.0,9.0,-15.0,15.0
6485,2.0,10.0,8.0,8.0
6490,7.0,17.0,10.0,10.0
6491,24.0,7.0,-17.0,17.0
6492,1.0,7.0,6.0,6.0
6493,2.0,10.0,8.0,8.0
6503,2.0,7.0,5.0,5.0
6504,2.0,12.0,10.0,10.0
6505,1.0,9.0,8.0,8.0
6506,1.0,14.0,13.0,13.0
6507,24.0,8.0,-16.0,16.0
6508,8.0,23.0,15.0,15.0
6509,2.0,21.0,19.0,19.0
6510,2.0,12.0,10.0,10.0
6511,2.0,11.0,9.0,9.0
6512,1.0,10.0,9.0,9.0
6513,3.0,10.0,7.0,7.0
6514,3.0,11.0,8.0,8.0
6515,22.0,7.0,-15.0,15.0
6516,11.0,5.0,-6.0,6.0
6517,1.0,7.0,6.0,6.0
6518,3.0,8.0,5.0,5.0
6519,1.0,11.0,10.0,10.0
6520,12.0,7.0,-5.0,5.0
6521,4.0,10.0,6.0,6.0
6522,1.0,6.0,5.0,5.0
6523,23.0,8.0,-15.0,15.0
6524,24.0,11.0,-13.0,13.0
6525,1.0,9.0,8.0,8.0
6526,24.0,10.0,-14.0,14.0
6527,4.0,1.0,-3.0,3.0
6528,3.0,14.0,11.0,11.0
6529,24.0,10.0,-14.0,14.0
6531,10.0,8.0,-2.0,2.0
6533,4.0,12.0,8.0,8.0
6534,3.0,13.0,10.0,10.0
6535,3.0,11.0,8.0,8.0
6536,24.0,8.0,-16.0,16.0
6537,23.0,19.0,-4.0,4.0
6539,6.0,16.0,10.0,10.0
6540,24.0,7.0,-17.0,17.0
6541,5.0,12.0,7.0,7.0
6542,21.0,8.0,-13.0,13.0
6543,24.0,6.0,-18.0,18.0
6544,1.0,10.0,9.0,9.0
6545,3.0,14.0,11.0,11.0
6546,22.0,6.0,-16.0,16.0
6547,6.0,16.0,10.0,10.0
6548,2.0,13.0,11.0,11.0
6549,3.0,13.0,10.0,10.0
6550,3.0,11.0,8.0,8.0
6551,1.0,10.0,9.0,9.0
6552,1.0,1.0,0.0,0.0
6553,4.0,8.0,4.0,4.0
6554,1.0,9.0,8.0,8.0
6555,5.0,11.0,6.0,6.0
6556,24.0,13.0,-11.0,11.0
6557,23.0,9.0,-14.0,14.0
6558,24.0,10.0,-14.0,14.0
6559,2.0,7.0,5.0,5.0
6560,3.0,14.0,11.0,11.0
6561,22.0,8.0,-14.0,14.0
6563,23.0,10.0,-13.0,13.0
6564,3.0,11.0,8.0,8.0
6565,2.0,9.0,7.0,7.0
6566,24.0,9.0,-15.0,15.0
6567,23.0,8.0,-15.0,15.0
6568,2.0,10.0,8.0,8.0
6569,23.0,6.0,-17.0,17.0
6570,19.0,4.0,-15.0,15.0
6572,4.0,10.0,6.0,6.0
6573,1.0,14.0,13.0,13.0
6574,1.0,12.0,11.0,11.0
6576,23.0,8.0,-15.0,15.0
6577,3.0,10.0,7.0,7.0
6578,3.0,11.0,8.0,8.0
6579,2.0,15.0,13.0,13.0
6580,1.0,12.0,11.0,11.0
6581,1.0,8.0,7.0,7.0
6582,2.0,9.0,7.0,7.0
6583,3.0,14.0,11.0,11.0
6585,2.0,15.0,13.0,13.0
6588,9.0,18.0,9.0,9.0
6589,5.0,15.0,10.0,10.0
6590,24.0,10.0,-14.0,14.0
6591,24.0,6.0,-18.0,18.0
6592,24.0,9.0,-15.0,15.0
6593,1.0,10.0,9.0,9.0
6594,3.0,11.0,8.0,8.0
6595,1.0,11.0,10.0,10.0
6596,3.0,10.0,7.0,7.0
6597,3.0,13.0,10.0,10.0
6598,3.0,12.0,9.0,9.0
6599,3.0,10.0,7.0,7.0
6600,2.0,10.0,8.0,8.0
6601,3.0,7.0,4.0,4.0
6602,24.0,8.0,-16.0,16.0
6603,1.0,11.0,10.0,10.0
6604,1.0,10.0,9.0,9.0
6605,4.0,10.0,6.0,6.0
6606,3.0,11.0,8.0,8.0
6607,12.0,9.0,-3.0,3.0
6608,1.0,9.0,8.0,8.0
6609,1.0,10.0,9.0,9.0
6610,24.0,9.0,-15.0,15.0
6611,24.0,8.0,-16.0,16.0
6612,24.0,20.0,-4.0,4.0
6613,24.0,11.0,-13.0,13.0
6614,1.0,8.0,7.0,7.0
6615,24.0,9.0,-15.0,15.0
6616,22.0,7.0,-15.0,15.0
6617,24.0,14.0,-10.0,10.0
6618,23.0,19.0,-4.0,4.0
6619,23.0,7.0,-16.0,16.0
6620,24.0,9.0,-15.0,15.0
6621,23.0,22.0,-1.0,1.0
6622,11.0,8.0,-3.0,3.0
6623,24.0,8.0,-16.0,16.0
6624,24.0,9.0,-15.0,15.0
6625,23.0,8.0,-15.0,15.0
6626,2.0,9.0,7.0,7.0
6627,22.0,7.0,-15.0,15.0
6628,23.0,11.0,-12.0,12.0
6629,10.0,9.0,-1.0,1.0
6631,2.0,12.0,10.0,10.0
6632,4.0,12.0,8.0,8.0
6633,2.0,10.0,8.0,8.0
6634,1.0,9.0,8.0,8.0
6635,4.0,11.0,7.0,7.0
6636,12.0,22.0,10.0,10.0
6637,12.0,10.0,-2.0,2.0
6638,2.0,11.0,9.0,9.0
6639,24.0,10.0,-14.0,14.0
6640,1.0,9.0,8.0,8.0
6641,3.0,8.0,5.0,5.0
6642,3.0,11.0,8.0,8.0
6643,24.0,8.0,-16.0,16.0
6644,24.0,9.0,-15.0,15.0
6645,23.0,8.0,-15.0,15.0
6646,2.0,9.0,7.0,7.0
6647,23.0,10.0,-13.0,13.0
6648,21.0,5.0,-16.0,16.0
6649,3.0,13.0,10.0,10.0
6650,1.0,7.0,6.0,6.0
6651,3.0,7.0,4.0,4.0
6652,3.0,10.0,7.0,7.0
6653,3.0,12.0,9.0,9.0
6654,23.0,10.0,-13.0,13.0
6655,3.0,11.0,8.0,8.0
6656,22.0,8.0,-14.0,14.0
6658,2.0,7.0,5.0,5.0
6659,23.0,6.0,-17.0,17.0
6660,2.0,6.0,4.0,4.0
6661,1.0,9.0,8.0,8.0
6675,3.0,10.0,7.0,7.0
6676,2.0,9.0,7.0,7.0
6677,2.0,10.0,8.0,8.0
6678,2.0,24.0,22.0,22.0
6679,3.0,14.0,11.0,11.0
6680,3.0,12.0,9.0,9.0
6681,5.0,11.0,6.0,6.0
6682,3.0,10.0,7.0,7.0
6685,3.0,12.0,9.0,9.0
6686,1.0,11.0,10.0,10.0
6687,2.0,10.0,8.0,8.0
6688,2.0,8.0,6.0,6.0
6694,24.0,11.0,-13.0,13.0
6695,24.0,6.0,-18.0,18.0
6697,2.0,11.0,9.0,9.0
6698,1.0,11.0,10.0,10.0
6699,24.0,7.0,-17.0,17.0
6700,2.0,10.0,8.0,8.0
6701,10.0,10.0,0.0,0.0
6702,24.0,9.0,-15.0,15.0
6707,3.0,15.0,12.0,12.0
6708,3.0,12.0,9.0,9.0
6709,1.0,8.0,7.0,7.0
6710,3.0,14.0,11.0,11.0
6714,2.0,14.0,12.0,12.0
6715,2.0,6.0,4.0,4.0
6716,2.0,9.0,7.0,7.0
6717,1.0,10.0,9.0,9.0
6718,1.0,10.0,9.0,9.0
6725,1.0,6.0,5.0,5.0
6726,7.0,13.0,6.0,6.0
6727,23.0,7.0,-16.0,16.0
6728,24.0,18.0,-6.0,6.0
6789,24.0,8.0,-16.0,16.0
6790,3.0,9.0,6.0,6.0
6791,22.0,8.0,-14.0,14.0
6792,1.0,7.0,6.0,6.0
6793,2.0,11.0,9.0,9.0
6794,2.0,15.0,13.0,13.0
6795,24.0,10.0,-14.0,14.0
6796,24.0,8.0,-16.0,16.0
6797,24.0,9.0,-15.0,15.0
6798,22.0,8.0,-14.0,14.0
6800,1.0,7.0,6.0,6.0
6802,21.0,13.0,-8.0,8.0
6803,24.0,19.0,-5.0,5.0
6804,22.0,6.0,-16.0,16.0
6805,3.0,11.0,8.0,8.0
6806,3.0,12.0,9.0,9.0
6807,6.0,18.0,12.0,12.0
6808,1.0,11.0,10.0,10.0
6809,2.0,8.0,6.0,6.0
6810,2.0,11.0,9.0,9.0
6811,1.0,9.0,8.0,8.0
6812,1.0,10.0,9.0,9.0
6813,1.0,13.0,12.0,12.0
6814,24.0,10.0,-14.0,14.0
6815,24.0,10.0,-14.0,14.0
6816,1.0,9.0,8.0,8.0
6817,2.0,13.0,11.0,11.0
6818,24.0,8.0,-16.0,16.0
6819,24.0,9.0,-15.0,15.0
6822,2.0,11.0,9.0,9.0
6823,2.0,20.0,18.0,18.0
6826,24.0,12.0,-12.0,12.0
6827,3.0,8.0,5.0,5.0
6828,24.0,9.0,-15.0,15.0
6832,1.0,9.0,8.0,8.0
6833,4.0,13.0,9.0,9.0
6834,2.0,15.0,13.0,13.0
6835,4.0,12.0,8.0,8.0
6837,3.0,11.0,8.0,8.0
6838,23.0,9.0,-14.0,14.0
6844,11.0,21.0,10.0,10.0
6846,3.0,11.0,8.0,8.0
6847,22.0,10.0,-12.0,12.0
6848,21.0,21.0,0.0,0.0
6849,3.0,12.0,9.0,9.0
6857,4.0,9.0,5.0,5.0
6860,3.0,6.0,3.0,3.0
6863,24.0,8.0,-16.0,16.0
6867,2.0,18.0,16.0,16.0
6869,1.0,9.0,8.0,8.0
6875,12.0,8.0,-4.0,4.0
6876,24.0,9.0,-15.0,15.0
6878,24.0,7.0,-17.0,17.0
6879,24.0,10.0,-14.0,14.0
6884,1.0,9.0,8.0,8.0
6885,2.0,9.0,7.0,7.0
6886,24.0,9.0,-15.0,15.0
6887,3.0,9.0,6.0,6.0
6909,3.0,10.0,7.0,7.0
6915,1.0,8.0,7.0,7.0
6917,24.0,10.0,-14.0,14.0
6921,2.0,11.0,9.0,9.0
6924,3.0,12.0,9.0,9.0
6927,24.0,7.0,-17.0,17.0
6932,1.0,9.0,8.0,8.0
6933,3.0,13.0,10.0,10.0
6936,24.0,9.0,-15.0,15.0
6939,21.0,8.0,-13.0,13.0
6941,1.0,10.0,9.0,9.0
6942,3.0,10.0,7.0,7.0
6946,1.0,10.0,9.0,9.0
6947,2.0,10.0,8.0,8.0
6948,4.0,11.0,7.0,7.0
6949,2.0,10.0,8.0,8.0
6950,2.0,10.0,8.0,8.0
6951,2.0,7.0,5.0,5.0
6952,2.0,10.0,8.0,8.0
6953,21.0,7.0,-14.0,14.0
6954,2.0,10.0,8.0,8.0
6955,24.0,8.0,-16.0,16.0
6960,5.0,16.0,11.0,11.0
6963,2.0,11.0,9.0,9.0
6964,3.0,11.0,8.0,8.0
6971,24.0,7.0,-17.0,17.0
