,Variables,Euclidean distance
160,PA_SWK_N_7,1.438341736793518
122,PA_WLK_MM_3,1.4444208145141602
37,F_FASTFOOD_6,1.4517500400543213
60,F_CS_5,1.4530093669891357
421,TC_SND_S_5,1.4567124843597412
256,HW_SPML_S_3,1.4580504894256592
469,ECZ_DG_YR_1,1.4581631422042847
113,PA_WLK_5,1.4612374305725098
313,I_SCH_ED5_5,1.4612396955490112
282,HW_S_R_4,1.461690902709961
112,PA_WLK_7,1.46829092502594
506,GRADE_3,1.4695522785186768
429,TC_SND_P_7,1.4705028533935547
311,I_SCH_ED4_4,1.4747200012207031
90,F_WAT_1,1.4822578430175781
440,S_CONT_4,1.48379385471344
116,PA_WLK_4,1.4908255338668823
259,HW_SPML_S_4,1.4948835372924805
477,INT_WK_2,1.4957305192947388
68,F_CS_F04_4,1.4968585968017578
211,O_BR_FQ_9,1.4984031915664673
239,PR_OH_5,1.5031574964523315
505,GRADE_2,1.5045026540756226
117,PA_WLK_3,1.509247064590454
330,AC_DAYS_5,1.512939453125
438,S_SI_2,1.5145426988601685
130,PA_SWD_S_6,1.5176602602005005
129,PA_SWD_S_5,1.529312014579773
151,PA_SWK_S_7,1.5299102067947388
149,PA_SWK_S_6,1.534256100654602
147,PA_SWK_S_5,1.5365029573440552
148,PA_SWK_S_4,1.5391299724578857
153,PA_SWK_S_9,1.5428439378738403
131,PA_SWD_S_3,1.5454058647155762
273,HW_SPGO_H_2,1.5478062629699707
133,PA_SWD_S_11,1.5502138137817383
169,PA_TRA_8,1.5507235527038574
115,PA_WLK_2,1.5577472448349
164,PA_ST_3,1.5637438297271729
134,PA_SWD_S_4,1.5638772249221802
75,F_CS_F07_9999,1.564846396446228
121,PA_WLK_MM_2,1.5661159753799438
488,AGE_14,1.5669586658477783
426,TC_SND_P_8,1.5670697689056396
132,PA_SWD_S_9,1.5673727989196777
376,TC_FAGE_6,1.5676207542419434
136,PA_SWD_S_13,1.5680744647979736
32,F_SWDRINK_6,1.5737082958221436
349,TC_DAYS_1,1.577702283859253
24,F_CAFFEINE_4,1.5788111686706543
152,PA_SWK_S_8,1.5803614854812622
123,PA_SWD_S_7,1.5846225023269653
155,PA_SWK_N_5,1.5916392803192139
374,TC_FAGE_11,1.597436547279358
126,PA_SWD_S_8,1.5982264280319214
135,PA_SWD_S_12,1.59923255443573
120,PA_WLK_MM_4,1.6002999544143677
545,E_BORN_M_7,1.6022496223449707
39,F_FASTFOOD_5,1.6046762466430664
180,WC_MN_3,1.6082323789596558
375,TC_FAGE_8,1.6101195812225342
342,AC_ACCESS_3,1.6101584434509277
125,PA_SWD_S_10,1.6116479635238647
181,WC_MN_1,1.615393042564392
150,PA_SWK_S_3,1.6155821084976196
124,PA_SWD_S_2,1.6166646480560303
275,HW_SPGO_H_3,1.6193652153015137
422,TC_SND_S_7,1.6228512525558472
377,TC_FAGE_7,1.6247930526733398
465,RH_DG_YR_1,1.625223159790039
158,PA_SWK_N_4,1.628951072692871
84,F_CS_F12_9999,1.6294721364974976
114,PA_WLK_6,1.629671573638916
329,AC_DAYS_6,1.6300086975097656
163,PA_PE_FQ_3,1.63164222240448
304,I_SCH_ED1_1,1.6316992044448853
145,PA_SWK_S_2,1.637445330619812
467,ECZ_DG_LT_2,1.6407499313354492
485,AGE_15,1.6438716650009155
431,TC_GHW_1,1.646456241607666
157,PA_SWK_N_3,1.6477872133255005
97,PA_TOT_7,1.6504926681518555
106,PA_MSC_5,1.6518491506576538
165,PA_ST_2,1.6545644998550415
128,PA_SWD_S_1,1.656243920326233
138,PA_SWD_N_5,1.6599007844924927
267,HW_SPML_H_4,1.6609548330307007
274,HW_SPGO_H_1,1.6688343286514282
137,PA_SWD_N_4,1.668990969657898
462,RH_DG_LT_1,1.6697208881378174
146,PA_SWK_S_1,1.6728239059448242
373,TC_FAGE_9,1.672905683517456
257,HW_SPML_S_1,1.6746459007263184
371,TC_FAGE_10,1.6756638288497925
495,E_SES_1,1.6771843433380127
111,PA_WLK_1,1.6773760318756104
340,AC_ACCESS_4,1.6779557466506958
36,F_FASTFOOD_4,1.6782220602035522
486,AGE_13,1.6892786026000977
18,F_SODA_5,1.6898980140686035
406,TC_ACCESS_3,1.6909822225570679
355,TC_EC_MN_1,1.6956857442855835
441,S_CONT_1,1.6964607238769531
183,WC_MN_M02_9999,1.696727991104126
118,PA_WLK_MM_1,1.6973087787628174
141,PA_SWD_N_2,1.697462558746338
156,PA_SWK_N_2,1.7022430896759033
332,AC_AMNT_4,1.7025377750396729
338,AC_ACCESS_5,1.7028017044067383
263,HW_SPRM_S_4,1.7061705589294434
182,WC_MN_M01_9999,1.7086411714553833
470,ECZ_DG_YR_2,1.7105098962783813
127,PA_SWD_S_0,1.7105987071990967
184,WC_MN_M03_0,1.7173048257827759
139,PA_SWD_N_3,1.7188043594360352
107,PA_MSC_3,1.7209813594818115
334,AC_AMNT_5,1.7211138010025024
103,PA_VIG_5,1.7214784622192383
348,TC_DAYS_4,1.7230216264724731
159,PA_SWK_N_0,1.7248860597610474
154,PA_SWK_N_1,1.7280164957046509
109,PA_MSC_4,1.7351003885269165
347,TC_DAYS_6,1.7365634441375732
378,TC_FAGE_12,1.7379916906356812
92,PA_TOT_5,1.7408782243728638
93,PA_TOT_6,1.741705298423767
52,F_MILK_6,1.74387526512146
350,TC_DAYS_3,1.745384931564331
400,TC_AMNT_2,1.7478526830673218
100,PA_VIG_4,1.7543269395828247
110,PA_WLK_8,1.755581021308899
162,PA_PE_FQ_4,1.756008505821228
119,PA_WLK_MM_0,1.7574050426483154
357,TC_EC_MN_2,1.7575310468673706
481,INT_WK_MM_5,1.7586023807525635
185,WC_MN_M03_9999,1.7608654499053955
140,PA_SWD_N_1,1.7644896507263184
352,TC_EC_LT_2,1.7646154165267944
464,RH_DG_YR_2,1.7687828540802002
381,TC_FAGE_4,1.7712016105651855
53,F_EDU_2,1.7732993364334106
379,TC_FAGE_5,1.7741005420684814
51,F_MILK_7,1.7743080854415894
89,F_WAT_4,1.7784857749938965
446,S_CONT_M_2,1.780362606048584
20,F_SODA_7,1.782214879989624
87,F_WAT_3,1.782224416732788
346,TC_DAYS_5,1.7870970964431763
54,F_EDU_1,1.789850115776062
471,INT_WD_2,1.7898545265197754
479,INT_WK_MM_4,1.7919257879257202
95,PA_TOT_3,1.792314052581787
408,TC_QT_YR_1,1.792565941810608
91,PA_TOT_4,1.7935538291931152
104,PA_MSC_2,1.7936617136001587
434,TC_GHW_H_2,1.7959389686584473
101,PA_VIG_3,1.7964940071105957
142,PA_SWD_N_0,1.7982772588729858
88,F_WAT_2,1.8078707456588745
484,INT_WK_MM_1,1.8088653087615967
443,S_CONT_2,1.8103493452072144
23,F_CAFFEINE_3,1.8110054731369019
475,INT_WD_MM_3,1.8110069036483765
561,SleepAvg_WK_3,1.8122169971466064
476,INT_WD_MM_1,1.815261960029602
144,PA_SWK_S_0,1.822323203086853
433,TC_GHW_H_3,1.8276475667953491
315,V_TRT_3,1.8311940431594849
383,TC_FAGE_1,1.8338230848312378
499,E_RES_4,1.8386741876602173
354,TC_EC_MN_3,1.8398442268371582
358,TC_EC_MN_5,1.8404781818389893
86,F_WAT_5,1.8405042886734009
482,INT_WK_MM_3,1.841445803642273
492,E_S_RCRD_1,1.8417555093765259
502,GRADE_5,1.847808837890625
398,TC_AMNT_3,1.8516842126846313
74,F_CS_F07_7,1.8528159856796265
554,SleepAvg_WK_13,1.8551666736602783
483,INT_WK_MM_2,1.8608253002166748
532,E_BORN_F_11,1.8613349199295044
436,TC_GHW_QT_3,1.8617193698883057
186,WC_MN_M04_9999,1.8640071153640747
364,TC_HTP_MN_1,1.8640241622924805
494,E_SES_2,1.8682351112365723
31,F_SWDRINK_7,1.8683886528015137
48,F_MILK_4,1.8685564994812012
487,AGE_12,1.8701694011688232
473,INT_WD_MM_2,1.8707432746887207
99,PA_VIG_2,1.8721755743026733
457,DR_LT_1,1.8722097873687744
449,S_CONT_M_5,1.873153567314148
362,TC_HTP_LT_2,1.8778417110443115
489,E_S_RCRD_5,1.878986120223999
555,SleepAvg_WK_12,1.882741093635559
356,TC_EC_MN_7,1.8835535049438477
367,TC_HTP_MN_2,1.8871941566467285
41,F_VEG_1,1.8896223306655884
344,TC_DAYS_7,1.8916164636611938
463,RH_DG_YR_9999,1.9016002416610718
50,F_MILK_5,1.9052650928497314
405,TC_ACCESS_4,1.9059118032455444
94,PA_TOT_1,1.9069956541061401
187,WC_MN_M05_9999,1.912065029144287
382,TC_FAGE_13,1.9179400205612183
59,F_CS_7,1.9190773963928223
34,F_FASTFOOD_1,1.9198883771896362
33,F_FASTFOOD_3,1.924320936203003
22,F_CAFFEINE_2,1.925189733505249
493,E_SES_3,1.9269839525222778
49,F_MILK_3,1.9320663213729858
29,F_SWDRINK_5,1.932978868484497
359,TC_EC_MN_4,1.9343791007995605
500,E_RES_2,1.9372212886810303
386,TC_DAGE_11,1.9389548301696777
444,S_CONT_3,1.9406085014343262
472,INT_WD_1,1.9411193132400513
276,HW_SPGO_H_4,1.9428422451019287
455,DR_EXP_2,1.9429084062576294
11,F_FRUIT_6,1.9435421228408813
468,ECZ_DG_YR_9999,1.9445724487304688
47,F_MILK_2,1.9448813199996948
10,F_FRUIT_7,1.945084571838379
45,F_VEG_5,1.9473992586135864
437,TC_GHW_QT_2,1.9497522115707397
401,TC_AMNT_4,1.9505478143692017
271,HW_SPRM_H_4,1.950838327407837
365,TC_HTP_MN_3,1.9528868198394775
21,F_CAFFEINE_1,1.954453706741333
108,PA_MSC_6,1.95521080493927
497,E_RES_3,1.956455111503601
403,TC_ACCESS_5,1.95781672000885
491,E_S_RCRD_2,1.9584131240844727
17,F_SODA_4,1.9669166803359985
105,PA_MSC_1,1.9716509580612183
85,F_CS_F12_12,1.976581335067749
385,TC_DAGE_10,1.9766721725463867
490,E_S_RCRD_3,1.9776697158813477
35,F_FASTFOOD_2,1.980893850326538
46,F_VEG_4,1.9865877628326416
389,TC_DAGE_9,1.9948172569274902
447,S_CONT_M_3,1.9953958988189697
409,TC_QT_YR_2,1.9964529275894165
30,F_SWDRINK_4,2.004154682159424
43,F_VEG_6,2.0095913410186768
25,F_CAFFEINE_7,2.0102994441986084
531,E_BORN_F_3,2.0135655403137207
549,SleepAvg_WK_19,2.016007423400879
96,PA_TOT_8,2.026608943939209
556,SleepAvg_WK_18,2.027017593383789
42,F_VEG_3,2.033442258834839
402,TC_AMNT_6,2.0352065563201904
27,F_SWDRINK_1,2.037992238998413
102,PA_VIG_6,2.0391132831573486
98,PA_VIG_1,2.041883707046509
380,TC_FAGE_3,2.04233717918396
40,F_VEG_2,2.0423507690429688
397,TC_AMNT_5,2.0433061122894287
564,SleepAvg_WK_2,2.0464799404144287
368,TC_HTP_MN_7,2.0534474849700928
388,TC_DAGE_12,2.0579452514648438
370,TC_HTP_MN_5,2.0757298469543457
3,F_BR_4,2.077697992324829
188,WC_MN_M06_9999,2.0809459686279297
390,TC_DAGE_8,2.082443952560425
366,TC_HTP_MN_4,2.0854110717773438
28,F_SWDRINK_3,2.0876898765563965
360,TC_EC_MN_6,2.098484754562378
26,F_SWDRINK_2,2.105022430419922
337,AC_DRUNK_3,2.1078052520751953
2,F_BR_2,2.1083786487579346
319,V_TRT_7,2.10963773727417
44,F_VEG_7,2.1118147373199463
6,F_BR_5,2.1172194480895996
1,PR_HT_2,2.1172335147857666
38,F_FASTFOOD_7,2.1274003982543945
501,GRADE_4,2.1359703540802
331,AC_DAYS_7,2.139207124710083
8,F_BR_7,2.1414883136749268
557,SleepAvg_WK_11,2.146918296813965
503,GRADE_6,2.1490280628204346
504,GRADE_1,2.151832103729248
15,F_SODA_2,2.154775381088257
16,F_SODA_3,2.1558053493499756
478,INT_WK_1,2.1611127853393555
189,WC_MN_M07_9999,2.1640546321868896
317,V_TRT_4,2.164316177368164
7,F_BR_3,2.1741139888763428
13,F_FRUIT_4,2.1744601726531982
0,PR_HT_1,2.1762242317199707
541,E_BORN_M_10,2.17753005027771
14,F_FRUIT_5,2.2169277667999268
498,E_RES_5,2.2196359634399414
5,F_BR_6,2.220156669616699
474,INT_WD_MM_0,2.235703706741333
508,E_FM_F_1_8888,2.2598941326141357
318,V_TRT_5,2.2669012546539307
448,S_CONT_M_1,2.2699904441833496
547,SleepAvg_WK_14,2.27012300491333
9,F_FRUIT_3,2.277817964553833
396,TC_DAGE_3,2.295285224914551
12,F_FRUIT_2,2.3205108642578125
513,E_FM_GM_6_9999,2.350435495376587
543,E_BORN_M_12,2.3622024059295654
509,E_FM_SF_2_8888,2.382222890853882
507,A_FM_2,2.4055352210998535
558,SleepAvg_WK_17,2.413081645965576
190,WC_MN_M08_9999,2.4173877239227295
510,E_FM_M_3_8888,2.423970937728882
560,SleepAvg_WK_15,2.4275505542755127
432,TC_GHW_H_9999,2.4452102184295654
553,SleepAvg_WK_20,2.4538838863372803
511,E_FM_SM_4_8888,2.4564061164855957
562,SleepAvg_WK_16,2.4602110385894775
4,F_BR_8,2.487640380859375
391,TC_DAGE_13,2.5063111782073975
512,E_FM_GF_5_8888,2.518200635910034
57,F_CS_1,2.5201475620269775
384,TC_FAGE_2,2.5217764377593994
525,E_LT_SM_1,2.5313189029693604
550,SleepAvg_WK_6,2.533254623413086
336,AC_DRUNK_4,2.5370864868164062
369,TC_HTP_MN_6,2.5619564056396484
451,S_CONT_M_6,2.5673630237579346
551,SleepAvg_WK_10,2.6240017414093018
563,SleepAvg_WK_1,2.624582052230835
514,E_FM_GM_6_8888,2.6286444664001465
520,E_LT_SF_9999,2.6769299507141113
320,V_TRT_6,2.7140421867370605
544,E_BORN_M_11,2.7312490940093994
515,E_FM_OBS_7_8888,2.7540338039398193
539,E_BORN_M_6,2.77057147026062
394,TC_DAGE_6,2.7899584770202637
393,TC_DAGE_4,2.807680130004883
559,SleepAvg_WK_0,2.83137583732605
516,E_FM_YBS_8_8888,2.866373062133789
538,E_BORN_M_5,2.8957183361053467
540,E_BORN_M_1,2.925189971923828
191,WC_MN_M09_9999,2.959177017211914
392,TC_DAGE_7,2.995858907699585
546,SleepAvg_WK_8,3.045017957687378
522,E_LT_M_1,3.0482654571533203
517,E_FM_NO_9_8888,3.080115795135498
542,E_BORN_M_9,3.0813112258911133
450,S_CONT_M_4,3.086984634399414
435,TC_GHW_QT_9999,3.091132402420044
552,SleepAvg_WK_9,3.1160616874694824
480,INT_WK_MM_0,3.1232218742370605
395,TC_DAGE_5,3.2575290203094482
518,E_FM_NO_9_9,3.3277318477630615
519,E_LT_F_8888,3.339616537094116
530,E_BORN_F_13,3.443432331085205
192,WC_MN_M10_9999,3.612246036529541
521,E_LT_SF_8888,3.64192795753479
459,DR_LT_2,3.722714900970459
523,E_LT_M_8888,3.9562478065490723
458,DR_LT_3,4.21600341796875
524,E_LT_SM_8888,4.545904159545898
528,E_BORN_F_9999,4.811456680297852
526,E_EDU_F_8888,5.1970601081848145
527,E_KRN_F_8888,6.123013973236084
534,E_KRN_M_1,6.426862716674805
529,E_BORN_F_8888,7.081711769104004
536,E_BORN_M_9999,8.227445602416992
533,E_EDU_M_8888,8.546662330627441
548,SleepAvg_WK_7,9.62097454071045
535,E_KRN_M_8888,10.809184074401855
537,E_BORN_M_8888,14.66479778289795
