,Variables,Euclidean distance
680,E_BORN_M_6,2.98630952835083
465,TC_DAGE_6,2.9928386211395264
225,WC_MN_M09_9999,3.002873659133911
691,SleepAvg_WK_8,3.027794122695923
516,TC_GHW_QT_9999,3.052807569503784
699,SleepAvg_WK_9,3.061225175857544
658,E_KRN_F_9999,3.0639941692352295
653,E_EDU_F_4,3.0762948989868164
568,INT_WK_MM_0,3.098775863647461
681,E_BORN_M_4,3.1155261993408203
633,E_FM_NO_9_9,3.1261143684387207
632,E_FM_NO_9_8888,3.1266226768493652
652,E_EDU_F_2,3.141087532043457
682,E_BORN_M_2,3.1669678688049316
675,E_KRN_M_9999,3.2406790256500244
642,E_LT_M_1,3.248629331588745
635,E_LT_F_8888,3.336498975753784
686,E_BORN_M_9,3.34684681892395
541,DR_LT_2,3.348374843597412
684,E_BORN_M_13,3.3621158599853516
661,E_BORN_F_13,3.409456491470337
646,E_LT_SM_9999,3.5244293212890625
639,E_LT_SF_8888,3.584981918334961
227,WC_MN_M10_9999,3.651543140411377
650,E_EDU_F_3,3.8199119567871094
540,DR_LT_3,3.875244617462158
643,E_LT_M_8888,3.948103904724121
670,E_EDU_M_4,4.0197978019714355
464,TC_DAGE_1,4.329615592956543
647,E_LT_SM_8888,4.422720909118652
656,E_KRN_F_1,4.550816535949707
669,E_EDU_M_2,4.667760372161865
651,E_EDU_F_8888,5.088006973266602
667,E_EDU_M_3,5.647231578826904
657,E_KRN_F_8888,5.892852783203125
659,E_BORN_F_8888,6.853504657745361
673,E_KRN_M_1,6.974526882171631
668,E_EDU_M_8888,8.23572063446045
696,SleepAvg_WK_6,8.754820823669434
677,E_BORN_M_9999,9.121840476989746
694,SleepAvg_WK_7,9.493066787719727
674,E_KRN_M_8888,10.264510154724121
678,E_BORN_M_8888,13.98412799835205
