,Variables,Euclidean distance,Variables,Euclidean distance
489,,,E_RES_5,2.2196359634399414
490,,,F_BR_6,2.220156669616699
491,,,INT_WD_MM_0,2.235703706741333
492,,,E_FM_F_1_8888,2.2598941326141357
493,,,V_TRT_5,2.2669012546539307
494,,,S_CONT_M_1,2.2699904441833496
495,,,SleepAvg_WK_14,2.27012300491333
496,,,F_FRUIT_3,2.277817964553833
497,,,TC_DAGE_3,2.295285224914551
498,,,F_FRUIT_2,2.3205108642578125
499,,,E_FM_GM_6_9999,2.350435495376587
500,,,E_BORN_M_12,2.3622024059295654
501,,,E_FM_SF_2_8888,2.382222890853882
502,,,A_FM_2,2.4055352210998535
503,,,SleepAvg_WK_17,2.413081645965576
504,,,WC_MN_M08_9999,2.4173877239227295
505,,,E_FM_M_3_8888,2.423970937728882
506,,,SleepAvg_WK_15,2.4275505542755127
507,,,TC_GHW_H_9999,2.4452102184295654
508,,,SleepAvg_WK_20,2.4538838863372803
509,,,E_FM_SM_4_8888,2.4564061164855957
510,,,SleepAvg_WK_16,2.4602110385894775
511,,,F_BR_8,2.487640380859375
512,,,TC_DAGE_13,2.5063111782073975
513,,,E_FM_GF_5_8888,2.518200635910034
514,,,F_CS_1,2.5201475620269775
515,,,TC_FAGE_2,2.5217764377593994
516,,,E_LT_SM_1,2.5313189029693604
517,,,SleepAvg_WK_6,2.533254623413086
518,,,AC_DRUNK_4,2.5370864868164062
519,,,TC_HTP_MN_6,2.5619564056396484
520,,,S_CONT_M_6,2.5673630237579346
521,,,SleepAvg_WK_10,2.6240017414093018
522,,,SleepAvg_WK_1,2.624582052230835
523,,,E_FM_GM_6_8888,2.6286444664001465
524,,,E_LT_SF_9999,2.6769299507141113
525,,,V_TRT_6,2.7140421867370605
526,,,E_BORN_M_11,2.7312490940093994
527,,,E_FM_OBS_7_8888,2.7540338039398193
528,,,E_BORN_M_6,2.77057147026062
529,,,TC_DAGE_6,2.7899584770202637
530,,,TC_DAGE_4,2.807680130004883
531,,,SleepAvg_WK_0,2.83137583732605
532,,,E_FM_YBS_8_8888,2.866373062133789
533,,,E_BORN_M_5,2.8957183361053467
534,,,E_BORN_M_1,2.925189971923828
535,,,WC_MN_M09_9999,2.959177017211914
536,,,TC_DAGE_7,2.995858907699585
537,,,SleepAvg_WK_8,3.045017957687378
538,,,E_LT_M_1,3.0482654571533203
539,,,E_FM_NO_9_8888,3.080115795135498
540,,,E_BORN_M_9,3.0813112258911133
541,,,S_CONT_M_4,3.086984634399414
542,,,TC_GHW_QT_9999,3.091132402420044
543,,,SleepAvg_WK_9,3.1160616874694824
544,,,INT_WK_MM_0,3.1232218742370605
545,,,TC_DAGE_5,3.2575290203094482
546,,,E_FM_NO_9_9,3.3277318477630615
547,,,E_LT_F_8888,3.339616537094116
548,,,E_BORN_F_13,3.443432331085205
549,,,WC_MN_M10_9999,3.612246036529541
550,,,E_LT_SF_8888,3.64192795753479
551,,,DR_LT_2,3.722714900970459
552,,,E_LT_M_8888,3.9562478065490723
553,,,DR_LT_3,4.21600341796875
554,,,E_LT_SM_8888,4.545904159545898
555,,,E_BORN_F_9999,4.811456680297852
556,,,E_EDU_F_8888,5.1970601081848145
557,,,E_KRN_F_8888,6.123013973236084
558,,,E_KRN_M_1,6.426862716674805
559,,,E_BORN_F_8888,7.081711769104004
560,,,E_BORN_M_9999,8.227445602416992
561,,,E_EDU_M_8888,8.546662330627441
562,,,SleepAvg_WK_7,9.62097454071045
563,,,E_KRN_M_8888,10.809184074401855
564,,,E_BORN_M_8888,14.66479778289795
