Factors,BMI_0,Rank_BMI_0,BMI_1,Rank_BMI_1,cosine difference
E_BORN_M_5,0.23005515336990356,687,0.21576499938964844,679,0.014290153980255127
E_BORN_M_6,0.3174707889556885,643,0.3097003102302551,631,0.00777047872543335
E_BORN_M_7,0.2906225919723511,656,0.31682270765304565,618,0.02620011568069458
E_BORN_M_8,0.1401938796043396,717,0.1858815848827362,693,0.045687705278396606
E_BORN_M_8888,0.13341030478477478,718,0.10275347530841827,724,0.030656829476356506
E_BORN_M_9,0.1662081778049469,705,0.15563136339187622,708,0.010576814413070679
E_BORN_M_9999,0.14351767301559448,715,0.14388325810432434,712,0.0003655850887298584
E_EDU_F_1,0.366469144821167,600,0.4360452890396118,426,0.06957614421844482
E_EDU_F_2,0.31133830547332764,648,0.3165978193283081,619,0.005259513854980469
E_EDU_F_3,0.2684057950973511,667,0.28363579511642456,653,0.015230000019073486
E_EDU_F_4,0.33066725730895996,635,0.35962963104248047,577,0.028962373733520508
E_EDU_F_8888,0.21940851211547852,690,0.1931651532649994,687,0.026243358850479126
E_EDU_F_9999,0.28904908895492554,659,0.3208581805229187,611,0.031809091567993164
E_EDU_M_1,0.3493468165397644,624,0.403954416513443,496,0.05460759997367859
E_EDU_M_2,0.23933888971805573,680,0.2480938583612442,672,0.008754968643188477
E_EDU_M_3,0.2016771137714386,694,0.209235280752182,682,0.007558166980743408
E_EDU_M_4,0.28996986150741577,657,0.30393701791763306,636,0.013967156410217285
E_EDU_M_8888,0.1890108287334442,699,0.16175222396850586,705,0.027258604764938354
E_EDU_M_9999,0.26984360814094543,665,0.3136196434497833,625,0.04377603530883789
E_FM_F_1_1,0.42202553153038025,496,0.432559072971344,434,0.010533541440963745
E_FM_F_1_8888,0.42553454637527466,489,0.3764686584472656,546,0.04906588792800903
E_FM_F_1_9999,0.3443675637245178,630,0.3672240972518921,565,0.022856533527374268
E_FM_GF_5_5,0.42208749055862427,495,0.43489670753479004,427,0.012809216976165771
E_FM_GF_5_8888,0.38130277395248413,587,0.34173113107681274,592,0.03957164287567139
E_FM_GF_5_9999,0.40160906314849854,546,0.4114174246788025,486,0.009808361530303955
E_FM_GM_6_6,0.4029426574707031,542,0.4293157458305359,445,0.026373088359832764
E_FM_GM_6_8888,0.3798210620880127,591,0.31902647018432617,615,0.06079459190368652
E_FM_GM_6_9999,0.4144420027732849,520,0.41435375809669495,477,8.824467658996582e-05
E_FM_M_3_3,0.41908514499664307,505,0.4367029666900635,423,0.01761782169342041
E_FM_M_3_8888,0.38776493072509766,577,0.3371676802635193,597,0.05059725046157837
E_FM_M_3_9999,0.32137441635131836,639,0.3587101697921753,579,0.037335753440856934
E_FM_NO_9_8888,0.31984785199165344,641,0.27381980419158936,656,0.04602804780006409
E_FM_NO_9_9,0.18922355771064758,698,0.11982296407222748,718,0.0694005936384201
E_FM_NO_9_9999,0.3849497437477112,581,0.4200819730758667,461,0.03513222932815552
E_FM_OBS_7_7,0.4140907824039459,522,0.42489349842071533,452,0.01080271601676941
E_FM_OBS_7_8888,0.35173022747039795,621,0.312499463558197,627,0.03923076391220093
E_FM_OBS_7_9999,0.3851684033870697,579,0.4303927421569824,441,0.04522433876991272
E_FM_SF_2_2,0.36690759658813477,599,0.41009044647216797,487,0.0431828498840332
E_FM_SF_2_8888,0.3869088888168335,578,0.3445296585559845,588,0.042379230260849
E_FM_SF_2_9999,0.44148868322372437,456,0.4585081934928894,380,0.01701951026916504
E_FM_SM_4_4,0.36107170581817627,612,0.3847878575325012,531,0.02371615171432495
E_FM_SM_4_8888,0.38084280490875244,589,0.3303215205669403,607,0.050521284341812134
E_FM_SM_4_9999,0.43508943915367126,474,0.4503241181373596,398,0.015234678983688354
E_FM_YBS_8_8,0.41829580068588257,506,0.43351876735687256,432,0.01522296667098999
E_FM_YBS_8_8888,0.348206102848053,627,0.3163294196128845,620,0.03187668323516846
E_FM_YBS_8_9999,0.4042104184627533,541,0.4239235520362854,455,0.019713133573532104
E_KRN_F_1,0.23392333090305328,685,0.2428676038980484,675,0.008944272994995117
