Factors,BMI_0,Rank_BMI_0,BMI_1,Rank_BMI_1,cosine difference
E_KRN_F_2,0.21763595938682556,691,0.2906748950481415,646,0.07303893566131592
E_KRN_F_8888,0.20973630249500275,693,0.1794796884059906,697,0.030256614089012146
E_KRN_F_9999,0.26085537672042847,670,0.29843753576278687,640,0.0375821590423584
E_KRN_M_1,0.1742510050535202,703,0.1731962263584137,700,0.0010547786951065063
E_KRN_M_2,0.3289891183376312,636,0.3632548451423645,573,0.034265726804733276
E_KRN_M_8888,0.16563183069229126,706,0.13591286540031433,715,0.02971896529197693
E_KRN_M_9999,0.24594390392303467,677,0.29385384917259216,645,0.047909945249557495
E_LT_F_1,0.3650326132774353,603,0.38282310962677,536,0.017790496349334717
E_LT_F_2,0.35847219824790955,616,0.3979111611843109,504,0.03943896293640137
E_LT_F_8888,0.31155580282211304,647,0.2643778324127197,661,0.04717797040939331
E_LT_F_9999,0.3106246590614319,649,0.33297955989837646,604,0.02235490083694458
E_LT_M_1,0.3200426399707794,640,0.32037752866744995,613,0.0003348886966705322
E_LT_M_2,0.35863155126571655,615,0.40588611364364624,493,0.04725456237792969
E_LT_M_8888,0.25962114334106445,671,0.20708534121513367,683,0.052535802125930786
E_LT_M_9999,0.29520612955093384,652,0.3337404131889343,600,0.03853428363800049
E_LT_SF_1,0.3395942449569702,632,0.3929043412208557,518,0.0533100962638855
E_LT_SF_2,0.31833237409591675,642,0.3544413447380066,581,0.036108970642089844
E_LT_SF_8888,0.26976683735847473,666,0.22809451818466187,677,0.041672319173812866
E_LT_SF_9999,0.36182793974876404,608,0.36520761251449585,570,0.0033796727657318115
E_LT_SM_1,0.3155781626701355,645,0.25401338934898376,670,0.06156477332115173
E_LT_SM_2,0.2664453685283661,669,0.330779105424881,606,0.06433373689651489
E_LT_SM_8888,0.24320007860660553,678,0.18983137607574463,689,0.0533687025308609
E_LT_SM_9999,0.28936442732810974,658,0.31197232007980347,629,0.022607892751693726
E_RES_1,0.7000503540039062,103,0.6474554538726807,101,0.052594900131225586
E_RES_2,0.3999039828777313,551,0.38038310408592224,538,0.019520878791809082
E_RES_3,0.36629754304885864,601,0.3335418403148651,602,0.03275570273399353
E_RES_4,0.3840138614177704,583,0.3963787257671356,513,0.012364864349365234
E_RES_5,0.3828905522823334,585,0.2535456120967865,671,0.12934494018554688
E_SES_1,0.5410759449005127,237,0.4586673974990845,378,0.08240854740142822
E_SES_2,0.49707356095314026,329,0.4774925112724304,332,0.01958104968070984
E_SES_3,0.48252901434898376,368,0.48378005623817444,313,0.0012510418891906738
E_SES_4,0.43338659405708313,478,0.45543065667152405,385,0.022044062614440918
E_SES_5,0.36126261949539185,611,0.43433713912963867,428,0.07307451963424683
E_S_RCRD_1,0.512599766254425,303,0.44282832741737366,412,0.06977143883705139
E_S_RCRD_2,0.48937371373176575,349,0.46357929706573486,367,0.025794416666030884
E_S_RCRD_3,0.4829411506652832,367,0.47669029235839844,335,0.006250858306884766
E_S_RCRD_4,0.45306724309921265,421,0.4650573134422302,363,0.011990070343017578
E_S_RCRD_5,0.43525201082229614,471,0.4219270944595337,459,0.013324916362762451
F_BR_1,0.3757702112197876,595,0.39110374450683594,524,0.01533353328704834
F_BR_2,0.4152342677116394,518,0.4085041284561157,490,0.006730139255523682
F_BR_3,0.4193946123123169,501,0.41650086641311646,470,0.0028937458992004395
F_BR_4,0.43419331312179565,477,0.41553938388824463,472,0.018653929233551025
F_BR_5,0.4250529110431671,491,0.4019790291786194,499,0.02307388186454773
F_BR_6,0.39916473627090454,554,0.38293924927711487,535,0.016225486993789673
F_BR_7,0.43133702874183655,482,0.39872199296951294,501,0.03261503577232361
F_BR_8,0.385145902633667,580,0.34275177121162415,591,0.04239413142204285
F_CAFFEINE_1,0.4733688533306122,379,0.4139179587364197,480,0.059450894594192505
F_CAFFEINE_2,0.4608715772628784,405,0.41803932189941406,467,0.042832255363464355
F_CAFFEINE_3,0.4805721640586853,371,0.43036097288131714,442,0.050211191177368164
