,Variables,Euclidean distance
153,PA_PE_FQ_4,2.6727325916290283
154,F_VEG_4,2.68082857131958
155,F_MILK_4,2.6844520568847656
156,F_CS_F04_9999,2.7000598907470703
157,S_CONT_M_4,2.723658561706543
158,S_EDU_2,2.723738670349121
159,E_BORN_F_6,2.72514271736145
160,F_CAFFEINE_2,2.732698678970337
161,F_MILK_5,2.7336926460266113
162,WC_MN_1,2.738290309906006
163,WC_MN_M04_9999,2.7401390075683594
164,S_CONT_M_1,2.743556499481201
165,WC_MN_M03_0,2.7527050971984863
166,F_VEG_5,2.7593560218811035
167,F_VEG_2,2.75986385345459
168,E_BORN_F_11,2.7612550258636475
169,E_BORN_F_2,2.766324758529663
170,F_FASTFOOD_4,2.7667312622070312
171,WC_MN_M02_9999,2.7672698497772217
172,PA_WLK_8,2.7727911472320557
173,F_CS_F07_7,2.7776083946228027
174,F_CS_2,2.779250383377075
175,TC_DAGE_4,2.784806966781616
176,WC_MN_M01_9999,2.7958970069885254
177,F_EDU_2,2.811976671218872
178,WC_MN_M05_9999,2.8216934204101562
179,WC_MN_M03_9999,2.826503038406372
180,TC_GHW_1,2.8283355236053467
181,F_FASTFOOD_2,2.832458972930908
182,E_BORN_M_10,2.8330070972442627
183,PA_VIG_6,2.8368682861328125
184,F_CS_F04_4,2.8395636081695557
185,AS_DG_YR_9999,2.8421850204467773
186,F_SWDRINK_4,2.866218090057373
187,WC_MN_M06_9999,2.9319911003112793
188,F_SWDRINK_5,2.932054281234741
189,F_SWDRINK_3,2.943476915359497
190,F_FRUIT_3,2.9678075313568115
191,F_FRUIT_4,2.9950904846191406
192,F_SODA_4,3.0179784297943115
193,RH_DG_YR_2,3.0242910385131836
194,F_FRUIT_5,3.0486698150634766
195,E_BORN_M_11,3.0790364742279053
196,ECZ_DG_LT_1,3.0852675437927246
197,TC_GHW_H_9999,3.105508327484131
198,F_FRUIT_6,3.128216028213501
199,F_BR_8,3.1350910663604736
200,RH_DG_LT_1,3.1363627910614014
201,WC_MN_M07_9999,3.1397461891174316
202,F_FRUIT_7,3.1686244010925293
203,PR_BI_3,3.1760106086730957
204,F_BR_4,3.1817028522491455
205,F_BR_6,3.1940741539001465
206,PR_BI_2,3.2178022861480713
207,INT_WD_MM_0,3.2453317642211914
208,INT_WK_MM_1,3.2455050945281982
209,F_BR_7,3.255754232406616
210,AGE_12,3.286954402923584
211,PR_BI_1,3.3001558780670166
212,WC_MN_M08_9999,3.3022267818450928
213,RH_DG_YR_9999,3.3280656337738037
214,AGE_15,3.3648996353149414
215,E_RES_5,3.381687641143799
216,AGE_13,3.387573003768921
217,PR_HT_2,3.3879318237304688
218,ECZ_DG_YR_9999,3.38858962059021
219,F_CS_1,3.4029250144958496
220,AGE_14,3.4069485664367676
221,INT_WK_1,3.417163610458374
222,PR_HT_1,3.4240238666534424
223,E_BORN_M_9,3.4524810314178467
224,AGE_17,3.520359992980957
225,INT_WD_2,3.520655393600464
226,INT_WD_1,3.5514283180236816
227,AGE_16,3.5542054176330566
228,INT_WD_MM_2,3.56054949760437
229,E_BORN_M_8,3.609473943710327
230,INT_WK_MM_3,3.613640308380127
231,INT_WK_MM_0,3.627546787261963
232,INT_WK_MM_2,3.62870454788208
233,TC_GHW_QT_9999,3.6599926948547363
234,INT_WD_MM_1,3.675907850265503
235,WC_MN_M09_9999,3.7113840579986572
236,E_BORN_F_1,3.773651361465454
237,INT_WK_2,3.801091432571411
238,E_FM_YBS_8_8,3.8853580951690674
239,E_BORN_M_13,4.01086950302124
240,E_S_RCRD_3,4.013014793395996
241,E_S_RCRD_2,4.03718376159668
242,GRADE_3,4.084550380706787
243,GRADE_5,4.167189121246338
244,GRADE_6,4.1824421882629395
245,GRADE_2,4.204505920410156
246,GRADE_4,4.244433403015137
247,E_SES_2,4.25680685043335
248,E_FM_NO_9_9999,4.2862958908081055
249,E_SES_3,4.301158905029297
250,E_BORN_F_13,4.30845832824707
251,E_RES_1,4.335265636444092
252,E_FM_M_3_9999,4.355909824371338
253,WC_MN_M10_9999,4.400575637817383
254,GRADE_1,4.5135674476623535
255,E_LT_F_1,4.529057025909424
256,E_FM_SF_2_2,4.805963039398193
257,E_LT_SF_9999,4.833644866943359
258,A_FM_2,5.002965450286865
259,A_FM_1,5.205437183380127
260,E_FM_NO_9_9,5.316308498382568
