,Variables,Euclidean distance,Variables,Euclidean distance
122,PA_SWK_N_11,2.2503230571746826,PA_ST_3,2.428131103515625
123,TC_SND_P_7,2.258527994155884,PA_MSC_4,2.4374892711639404
124,V_TRT_6,2.261908769607544,PA_SWK_S_2,2.4409375190734863
125,PA_SWK_S_4,2.265202283859253,E_BORN_F_3,2.461120367050171
126,PA_SWD_N_5,2.2665696144104004,S_CONT_9999,2.476295232772827
127,PA_SWK_S_11,2.2691473960876465,PA_VIG_5,2.476860523223877
128,F_CS_F11_11,2.2701621055603027,E_BORN_M_12,2.496229410171509
129,PA_SWD_S_6,2.279430866241455,F_WAT_2,2.5096590518951416
130,PA_SWD_S_3,2.283043384552002,F_CS_F03_3,2.5116586685180664
131,PA_SWD_S_4,2.284047842025757,S_CONT_M_9999,2.5138440132141113
132,TC_SND_S_7,2.284118175506592,DR_LT_9999,2.5206212997436523
133,PA_SWD_S_9,2.288860321044922,PA_SWD_N_3,2.539231538772583
134,PA_SWK_N_12,2.2895727157592773,PA_TRA_1,2.57420015335083
135,PA_WLK_2,2.2906126976013184,PA_VIG_4,2.5767221450805664
136,TC_SND_P_5,2.2952280044555664,E_BORN_M_3,2.5885086059570312
137,AC_AMNT_1,2.296046495437622,F_CS_F08_9999,2.5982837677001953
138,F_CS_F09_9,2.3024842739105225,F_WAT_3,2.6001641750335693
139,PA_SWD_N_7,2.30680775642395,F_CS_F05_9999,2.6086156368255615
140,PA_SWD_S_14,2.3099069595336914,PA_SWD_N_1,2.619983434677124
141,TC_SND_P_4,2.3108677864074707,PA_WLK_MM_1,2.6246683597564697
142,PA_SWK_S_5,2.3118326663970947,PA_TOT_8,2.6246683597564697
143,PA_MSC_5,2.3119616508483887,F_CS_3,2.639849901199341
144,TC_FAGE_7,2.313208818435669,PA_ST_2,2.640911102294922
145,PA_SWD_S_7,2.313504695892334,WC_MN_3,2.644301652908325
146,PA_SWK_N_6,2.3154373168945312,PA_SWD_N_2,2.6449496746063232
147,TC_SND_P_3,2.3162143230438232,F_FASTFOOD_3,2.6502556800842285
148,PA_SWD_S_2,2.3165297508239746,F_MILK_3,2.6617484092712402
149,TC_DAYS_2,2.3218672275543213,PA_MSC_6,2.662485122680664
150,TC_SND_S_8,2.3224308490753174,AS_DG_LT_1,2.6650493144989014
151,WC_MN_M10_1,2.324915885925293,PA_TRA_8,2.6664068698883057
152,TC_DAGE_3,2.3249690532684326,F_CS_F07_9999,2.6693055629730225
153,AC_DAYS_6,2.3263332843780518,PA_PE_FQ_4,2.6727325916290283
154,PA_SWD_N_4,2.32650089263916,F_VEG_4,2.68082857131958
155,TC_EC_LT_2,2.3269190788269043,F_MILK_4,2.6844520568847656
156,PA_WLK_1,2.3282735347747803,F_CS_F04_9999,2.7000598907470703
157,PA_TRA_6,2.3325095176696777,S_CONT_M_4,2.723658561706543
158,TC_FAGE_10,2.3458409309387207,S_EDU_2,2.723738670349121
159,PA_WLK_6,2.3465261459350586,E_BORN_F_6,2.72514271736145
160,TC_FAGE_4,2.3467257022857666,F_CAFFEINE_2,2.732698678970337
161,F_CS_F06_6,2.3468430042266846,F_MILK_5,2.7336926460266113
162,TC_EC_MN_1,2.348453998565674,WC_MN_1,2.738290309906006
163,TC_FAGE_9,2.3490893840789795,WC_MN_M04_9999,2.7401390075683594
164,TC_SND_P_2,2.3574836254119873,S_CONT_M_1,2.743556499481201
165,PA_SWD_S_8,2.3688831329345703,WC_MN_M03_0,2.7527050971984863
166,TC_DAYS_4,2.372018337249756,F_VEG_5,2.7593560218811035
167,TC_FAGE_8,2.3738362789154053,F_VEG_2,2.75986385345459
168,TC_FAGE_11,2.3759779930114746,E_BORN_F_11,2.7612550258636475
169,PA_SWK_S_3,2.3765451908111572,E_BORN_F_2,2.766324758529663
170,WC_MN_4,2.3775794506073,F_FASTFOOD_4,2.7667312622070312
171,PA_SWD_S_1,2.387101650238037,WC_MN_M02_9999,2.7672698497772217
172,PA_SWK_N_4,2.3923721313476562,PA_WLK_8,2.7727911472320557
173,TC_FAGE_6,2.3946003913879395,F_CS_F07_7,2.7776083946228027
174,TC_DAYS_6,2.3998289108276367,F_CS_2,2.779250383377075
175,PA_SWK_N_0,2.4064252376556396,TC_DAGE_4,2.784806966781616
176,TC_SND_P_8,2.407149076461792,WC_MN_M01_9999,2.7958970069885254
177,PA_SWD_S_10,2.4101760387420654,F_EDU_2,2.811976671218872
178,TC_DAGE_2,2.41290545463562,WC_MN_M05_9999,2.8216934204101562
179,HW_SPRM_H_4,2.415239095687866,WC_MN_M03_9999,2.826503038406372
180,TC_FAGE_3,2.416973114013672,TC_GHW_1,2.8283355236053467
181,PA_TOT_5,2.4327447414398193,F_FASTFOOD_2,2.832458972930908
182,PA_TRA_MM_1,2.4357471466064453,E_BORN_M_10,2.8330070972442627
183,TC_DAYS_5,2.43804669380188,PA_VIG_6,2.8368682861328125
184,PA_SWK_N_5,2.438586711883545,F_CS_F04_4,2.8395636081695557
185,TC_FAGE_12,2.4392874240875244,AS_DG_YR_9999,2.8421850204467773
186,F_CS_F02_2,2.4428412914276123,F_SWDRINK_4,2.866218090057373
187,PA_SWK_N_1,2.44785475730896,WC_MN_M06_9999,2.9319911003112793
188,PA_MSC_3,2.448824882507324,F_SWDRINK_5,2.932054281234741
189,TC_GHW_H_1,2.449084758758545,F_SWDRINK_3,2.943476915359497
190,V_TRT_4,2.4552223682403564,F_FRUIT_3,2.9678075313568115
191,DR_EXP_1,2.456058979034424,F_FRUIT_4,2.9950904846191406
192,TC_FAGE_5,2.456216335296631,F_SODA_4,3.0179784297943115
193,PA_PE_FQ_2,2.4616897106170654,RH_DG_YR_2,3.0242910385131836
194,PA_SWD_N_0,2.463245391845703,F_FRUIT_5,3.0486698150634766
195,F_WAT_1,2.4744296073913574,E_BORN_M_11,3.0790364742279053
196,PA_SWK_S_1,2.474952220916748,ECZ_DG_LT_1,3.0852675437927246
197,TC_DAYS_3,2.478178024291992,TC_GHW_H_9999,3.105508327484131
198,WC_MN_M09_1,2.4866373538970947,F_FRUIT_6,3.128216028213501
199,PA_SWD_S_0,2.490975856781006,F_BR_8,3.1350910663604736
200,PA_PE_FQ_1,2.4928321838378906,RH_DG_LT_1,3.1363627910614014
201,TC_DAYS_7,2.4981980323791504,WC_MN_M07_9999,3.1397461891174316
202,PA_SWK_N_3,2.50337815284729,F_FRUIT_7,3.1686244010925293
203,S_SI_2,2.506830930709839,PR_BI_3,3.1760106086730957
204,AC_DRUNK_3,2.508028268814087,F_BR_4,3.1817028522491455
205,AC_DRUNK_1,2.511434555053711,F_BR_6,3.1940741539001465
206,PA_SWK_N_2,2.513692855834961,PR_BI_2,3.2178022861480713
207,PA_MSC_2,2.518876314163208,INT_WD_MM_0,3.2453317642211914
208,F_CS_F10_10,2.519943952560425,INT_WK_MM_1,3.2455050945281982
209,HW_SPGO_H_4,2.523205518722534,F_BR_7,3.255754232406616
210,AS_DG_LT_2,2.527512788772583,AGE_12,3.286954402923584
211,PA_TOT_2,2.5308449268341064,PR_BI_1,3.3001558780670166
212,PA_TOT_4,2.5383286476135254,WC_MN_M08_9999,3.3022267818450928
213,F_CS_4,2.542360305786133,RH_DG_YR_9999,3.3280656337738037
214,AC_DAYS_7,2.5440080165863037,AGE_15,3.3648996353149414
215,F_WAT_4,2.5442051887512207,E_RES_5,3.381687641143799
216,TC_HTP_LT_2,2.550260305404663,AGE_13,3.387573003768921
217,S_CONT_M_5,2.5587875843048096,PR_HT_2,3.3879318237304688
218,AS_DG_YR_2,2.5619280338287354,ECZ_DG_YR_9999,3.38858962059021
219,PA_TOT_3,2.562006711959839,F_CS_1,3.4029250144958496
220,TC_EC_MN_4,2.5622828006744385,AGE_14,3.4069485664367676
221,TC_AMNT_2,2.5625343322753906,INT_WK_1,3.417163610458374
222,TC_FAGE_2,2.5627076625823975,PR_HT_1,3.4240238666534424
223,TC_HTP_MN_1,2.568930149078369,E_BORN_M_9,3.4524810314178467
224,TC_EC_MN_3,2.5690653324127197,AGE_17,3.520359992980957
225,INT_WD_MM_4,2.570916175842285,INT_WD_2,3.520655393600464
226,TC_GHW_2,2.5769970417022705,INT_WD_1,3.5514283180236816
227,AS_DG_YR_1,2.577939033508301,AGE_16,3.5542054176330566
228,TC_FAGE_1,2.5815391540527344,INT_WD_MM_2,3.56054949760437
229,S_CONT_4,2.582597017288208,E_BORN_M_8,3.609473943710327
230,F_CS_F01_1,2.583714723587036,INT_WK_MM_3,3.613640308380127
231,WC_MN_M01_0,2.5851547718048096,INT_WK_MM_0,3.627546787261963
232,TC_EC_MN_2,2.5893137454986572,INT_WK_MM_2,3.62870454788208
233,INT_WK_MM_9,2.593529224395752,TC_GHW_QT_9999,3.6599926948547363
234,F_CS_F06_9999,2.599942922592163,INT_WD_MM_1,3.675907850265503
235,F_CS_F02_9999,2.600249767303467,WC_MN_M09_9999,3.7113840579986572
236,WC_MN_2,2.60113263130188,E_BORN_F_1,3.773651361465454
237,WC_MN_M05_1,2.6038873195648193,INT_WK_2,3.801091432571411
238,PA_TRA_MM_0,2.609074831008911,E_FM_YBS_8_8,3.8853580951690674
239,WC_MN_M04_1,2.6132237911224365,E_BORN_M_13,4.01086950302124
240,F_CS_5,2.61940860748291,E_S_RCRD_3,4.013014793395996
241,PA_PE_FQ_3,2.619696617126465,E_S_RCRD_2,4.03718376159668
242,TC_AMNT_1,2.6255416870117188,GRADE_3,4.084550380706787
243,E_SES_5,2.626695394515991,GRADE_5,4.167189121246338
244,TC_HTP_MN_2,2.628023147583008,GRADE_6,4.1824421882629395
245,F_CS_F03_9999,2.6292901039123535,GRADE_2,4.204505920410156
246,F_CS_F09_9999,2.6306231021881104,GRADE_4,4.244433403015137
247,TC_EC_MN_5,2.6343111991882324,E_SES_2,4.25680685043335
248,F_MILK_1,2.6345527172088623,E_FM_NO_9_9999,4.2862958908081055
249,TC_EC_MN_7,2.644982099533081,E_SES_3,4.301158905029297
250,WC_MN_M03_1,2.6450185775756836,E_BORN_F_13,4.30845832824707
251,F_CAFFEINE_3,2.651975393295288,E_RES_1,4.335265636444092
252,PR_HT_5,2.6557412147521973,E_FM_M_3_9999,4.355909824371338
253,PA_TOT_1,2.6632161140441895,WC_MN_M10_9999,4.400575637817383
254,PA_VIG_3,2.664440870285034,GRADE_1,4.5135674476623535
255,DR_LT_1,2.6708312034606934,E_LT_F_1,4.529057025909424
256,TC_FAGE_13,2.67104434967041,E_FM_SF_2_2,4.805963039398193
257,F_CS_F10_9999,2.6740264892578125,E_LT_SF_9999,4.833644866943359
258,WC_MN_M07_1,2.6743104457855225,A_FM_2,5.002965450286865
259,PA_SWK_S_0,2.6755666732788086,A_FM_1,5.205437183380127
260,TC_GHW_H_3,2.6804158687591553,E_FM_NO_9_9,5.316308498382568
261,S_EDU_1,2.683657646179199,E_FM_F_1_8888,5.400617599487305
262,TC_AMNT_3,2.686382532119751,SleepAvg_WK_0,5.5341620445251465
263,F_CS_F11_9999,2.698784589767456,E_FM_F_1_1,5.559266567230225
264,PA_VIG_2,2.6997320652008057,E_BORN_M_2,5.633123874664307
265,E_RES_2,2.700723648071289,E_FM_SF_2_8888,5.758302688598633
266,S_CONT_1,2.702850341796875,E_FM_OBS_7_9999,5.764928340911865
267,TC_ACCESS_3,2.708778142929077,E_FM_YBS_8_9999,5.7793779373168945
268,F_MILK_2,2.7107925415039062,E_KRN_F_2,5.795510768890381
269,WC_MN_M04_0,2.7134273052215576,E_FM_SM_4_4,5.796257495880127
270,TC_GHW_QT_1,2.716369867324829,E_BORN_M_4,5.872830867767334
271,F_MILK_6,2.7191457748413086,E_FM_SF_2_9999,5.973526477813721
272,WC_MN_M01_1,2.72274112701416,E_BORN_M_5,5.97877836227417
273,F_CS_F01_9999,2.728325366973877,SleepAvg_WK_16,6.174487113952637
274,TC_GHW_H_2,2.7325830459594727,E_FM_M_3_8888,6.338172435760498
275,F_CS_F12_9999,2.734522581100464,E_FM_M_3_3,6.511565685272217
276,F_WAT_5,2.7368080615997314,E_LT_F_2,6.581851959228516
277,PA_ST_1,2.737473726272583,SleepAvg_WK_15,6.649773120880127
278,F_FASTFOOD_1,2.7379441261291504,E_BORN_M_6,6.691133499145508
279,WC_MN_M02_0,2.742936372756958,E_FM_SM_4_8888,6.932308197021484
280,F_CAFFEINE_6,2.7540500164031982,E_FM_SM_4_9999,6.973900318145752
281,F_CAFFEINE_4,2.762183427810669,SleepAvg_WK_1,7.034177780151367
282,F_VEG_6,2.7641496658325195,E_FM_GM_6_6,7.189913749694824
283,TC_DAGE_10,2.767209768295288,E_FM_YBS_8_8888,7.238903999328613
284,AC_DRUNK_4,2.7717037200927734,SleepAvg_WK_17,7.292457103729248
285,PA_WLK_MM_0,2.7798006534576416,E_LT_SF_1,7.444036960601807
286,TC_DAGE_11,2.7799618244171143,E_LT_F_9999,7.541928768157959
287,F_VEG_3,2.7836902141571045,E_LT_SM_1,7.570653438568115
288,TC_ACCESS_5,2.785222053527832,E_FM_GF_5_9999,7.5731000900268555
289,TC_HTP_MN_3,2.793194055557251,SleepAvg_WK_2,7.670048713684082
290,DR_EXP_2,2.80745005607605,E_FM_GF_5_8888,7.72866153717041
291,TC_ACCESS_4,2.807791233062744,E_BORN_M_1,7.740715026855469
292,RH_DG_LT_2,2.8080785274505615,E_LT_SF_2,8.026124000549316
293,TC_DAGE_9,2.8131988048553467,SleepAvg_WK_14,8.11715316772461
294,WC_MN_M06_1,2.8181090354919434,E_LT_F_8888,8.195844650268555
295,F_FASTFOOD_6,2.8221383094787598,E_FM_GM_6_9999,8.325295448303223
296,F_MILK_7,2.8231303691864014,E_LT_M_2,8.406526565551758
297,F_CAFFEINE_5,2.8235654830932617,E_EDU_F_1,8.436797142028809
298,F_EDU_1,2.8242859840393066,E_FM_GM_6_8888,8.547042846679688
299,TC_QT_YR_1,2.827800750732422,E_LT_SF_8888,8.577180862426758
300,TC_GHW_H_4,2.8306610584259033,E_LT_M_9999,8.751498222351074
301,TC_EC_MN_6,2.8375089168548584,E_LT_M_8888,8.822733879089355
302,WC_MN_M05_0,2.838439464569092,E_LT_SM_2,9.103214263916016
303,TC_AMNT_4,2.8424618244171143,E_EDU_M_1,9.179780006408691
304,TC_HTP_MN_5,2.8464605808258057,E_LT_SM_8888,9.325739860534668
305,F_CS_F12_12,2.847174644470215,E_FM_OBS_7_8888,9.63845157623291
306,E_RES_4,2.8481099605560303,SleepAvg_WK_18,9.858112335205078
307,F_VEG_7,2.852299690246582,E_EDU_M_2,9.912497520446777
308,TC_HTP_MN_4,2.8550946712493896,E_EDU_F_9999,10.062938690185547
309,PA_MSC_1,2.861351251602173,E_FM_NO_9_8888,10.471236228942871
310,TC_DAGE_5,2.8617186546325684,SleepAvg_WK_13,10.481091499328613
311,F_VEG_1,2.862095832824707,SleepAvg_WK_3,10.565691947937012
312,S_CONT_M_6,2.8713650703430176,E_KRN_M_2,10.629959106445312
313,TC_DAGE_7,2.8756778240203857,E_EDU_M_3,10.709354400634766
314,F_SWDRINK_1,2.8796699047088623,E_EDU_F_8888,10.891788482666016
315,PA_VIG_1,2.881129026412964,E_EDU_M_4,10.965828895568848
316,WC_MN_M06_0,2.888815402984619,SleepAvg_WK_19,11.611817359924316
317,E_RES_3,2.897094964981079,E_KRN_F_9999,11.72969913482666
318,RH_DG_YR_1,2.9012608528137207,E_KRN_F_8888,11.769278526306152
319,S_CONT_2,2.902250289916992,E_BORN_F_8888,12.282369613647461
320,INT_WK_MM_8,2.908268451690674,E_EDU_M_9999,12.320125579833984
321,F_SODA_6,2.90981388092041,E_KRN_M_1,12.824933052062988
322,F_CS_6,2.9115419387817383,SleepAvg_WK_4,13.233381271362305
323,AGE_18,2.9121882915496826,SleepAvg_WK_12,13.645288467407227
324,F_CAFFEINE_1,2.9129388332366943,E_EDU_M_8888,13.957199096679688
325,TC_GHW_QT_3,2.916344404220581,E_KRN_M_9999,13.998103141784668
326,TC_HTP_MN_7,2.91912841796875,E_BORN_M_9999,14.968053817749023
327,ECZ_DG_YR_2,2.9249606132507324,SleepAvg_WK_5,15.782549858093262
328,TC_QT_YR_2,2.9296226501464844,SleepAvg_WK_11,16.32110023498535
329,INT_WD_MM_5,2.929884433746338,SleepAvg_WK_20,16.359256744384766
330,TC_AMNT_5,2.9435887336730957,SleepAvg_WK_6,17.090694427490234
331,TC_DAGE_8,2.952315092086792,E_KRN_M_8888,17.358549118041992
332,TC_DAGE_6,2.9535889625549316,SleepAvg_WK_7,17.911317825317383
333,F_SWDRINK_2,2.954955577850342,SleepAvg_WK_10,18.20648956298828
334,S_CONT_M_2,2.973217725753784,SleepAvg_WK_8,18.36604881286621
335,TC_DAGE_12,2.976731061935425,SleepAvg_WK_9,18.481399536132812
336,INT_WK_MM_7,2.988757848739624,E_BORN_M_8888,23.08352279663086
337,F_SODA_1,2.9920947551727295,,
338,F_FRUIT_2,2.993332862854004,,
339,F_SODA_5,2.9953672885894775,,
340,TC_GHW_QT_2,2.9959166049957275,,
341,TC_AMNT_6,2.9982118606567383,,
342,F_SODA_3,3.005333185195923,,
343,F_SODA_2,3.01468825340271,,
344,WC_MN_M07_0,3.0183019638061523,,
345,E_FM_F_1_9999,3.027820110321045,,
346,F_FRUIT_1,3.0347254276275635,,
347,S_CONT_M_3,3.0453526973724365,,
348,S_CONT_3,3.0547170639038086,,
349,INT_WK_MM_6,3.055321455001831,,
350,F_SWDRINK_6,3.071990489959717,,
351,F_CS_7,3.0838072299957275,,
352,TC_DAGE_13,3.08913516998291,,
353,INT_WK_MM_5,3.0916755199432373,,
354,F_CAFFEINE_7,3.101154327392578,,
355,INT_WD_MM_3,3.104107141494751,,
356,F_FASTFOOD_5,3.1129965782165527,,
357,INT_WK_MM_10,3.120041608810425,,
358,ECZ_DG_YR_1,3.1216259002685547,,
359,F_SWDRINK_7,3.1233744621276855,,
360,F_SODA_7,3.1293857097625732,,
361,F_BR_1,3.1414430141448975,,
362,F_BR_2,3.1471199989318848,,
363,PR_BI_4,3.169133186340332,,
364,ECZ_DG_LT_2,3.171597480773926,,
365,TC_GHW_QT_4,3.177375555038452,,
